bedrijf,functie,plaats,datum,zoekterm,al_in_pool,vacature_url,bedrijf_linkedin,vacature_id
Dentalair,MEDEWERKER WEBSHOP &amp; SUPPORT,Dordrecht,2026-09-04,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/medewerker-webshop-support-at-dentalair-4461970298,https://nl.linkedin.com/company/dentalair,4461970298
Deponti,Customer Service Medewerker – 32-40 uur | Oss,Oss,2026-07-03,customer service,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-%E2%80%93-32-40-uur-oss-at-deponti-4433144047,https://nl.linkedin.com/company/deponti,4433144047
DETEC Beveiliging,Klantenservice medewerker,Purmerend,2025-12-12,customer service,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-at-detec-beveiliging-4330525254,https://nl.linkedin.com/company/detecbeveiliging,4330525254
DHL eCommerce Nederland,PHP Developer E-Commerce,Utrecht,2026-08-06,webshop medewerker,nee,https://nl.linkedin.com/jobs/view/php-developer-e-commerce-at-dhl-ecommerce-nederland-4450281046,https://nl.linkedin.com/company/dhlecommercenederland,4450281046
DHL eCommerce Nederland,Sales Support Medewerker,Utrecht,2026-08-12,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/sales-support-medewerker-at-dhl-ecommerce-nederland-4453344942,https://nl.linkedin.com/company/dhlecommercenederland,4453344942
DHL Freight,Customer Service Representative,Eindhoven,2026-07-21,klantadviseur,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-dhl-freight-4442110121,https://de.linkedin.com/company/dhl-freight,4442110121
DHL Freight,Customer Service Representative,Eindhoven,2026-09-03,klantadviseur,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-dhl-freight-4461763311,https://de.linkedin.com/company/dhl-freight,4461763311
"DHOMUS | partner voor keukens, sanitair &amp; tegels",Senior Medewerker Orderverwerking Keukens,Waardenburg,2026-05-08,orderverwerking medewerker,nee,https://nl.linkedin.com/jobs/view/senior-medewerker-orderverwerking-keukens-at-dhomus-partner-for-kitchens-sanitary-ware-tiles-4422415657,https://nl.linkedin.com/company/dhomus,4422415657
Dimplex Consumer Products,Customer Experience Representative,Heerenveen,2026-09-14,customer service,nee,https://nl.linkedin.com/jobs/view/customer-experience-representative-at-dimplex-consumer-products-4467074522,https://uk.linkedin.com/company/dimplexconsumerproducts,4467074522
Dirk Rossmann GmbH,Operativer Einkäufer (m/w/d) eCommerce ROSSMANN-Apotheke B.V.,Emmen,2026-09-12,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/operativer-eink%C3%A4ufer-m-w-d-ecommerce-rossmann-apotheke-b-v-at-dirk-rossmann-gmbh-4457339910,https://de.linkedin.com/company/dirk-rossmann-gmbh,4457339910
Dirk van den Broek,Medewerker Klantenservice en Servicedesk,Alphen aan den Rijn,2026-09-17,support medewerker webshop,nee,https://nl.linkedin.com/jobs/view/medewerker-klantenservice-en-servicedesk-at-dirk-van-den-broek-4467506639,https://nl.linkedin.com/company/dirk-van-den-broek,4467506639
DO IT Organic (B Corp™),Customer Service and Sales Assistant,Barneveld,2026-08-19,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/customer-service-and-sales-assistant-at-do-it-organic-b-corp%E2%84%A2-4455460040,https://nl.linkedin.com/company/doitorganic,4455460040
DO IT Organic (B Corp™),Customer Service en Sales Assistant,Barneveld,2026-08-19,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/customer-service-en-sales-assistant-at-do-it-organic-b-corp%E2%84%A2-4455466008,https://nl.linkedin.com/company/doitorganic,4455466008
DogSuppy,Growth Associate,Amsterdam,2026-08-21,e-commerce medewerker,ja,https://nl.linkedin.com/jobs/view/growth-associate-at-dogsuppy-4457343940,https://nl.linkedin.com/company/dogsuppy,4457343940
DPA Professionals,"Klantadviseur Banken, Verzekeringen &amp; Pensioenen",Amsterdam,2026-08-31,klantadviseur,nee,https://nl.linkedin.com/jobs/view/klantadviseur-banken-verzekeringen-pensioenen-at-dpa-professionals-4460027968,https://nl.linkedin.com/company/dpa-professionals,4460027968
DPA Professionals,Allround Klantadviseur Bankwezen,Utrecht,2026-09-15,klantadviseur,nee,https://nl.linkedin.com/jobs/view/allround-klantadviseur-bankwezen-at-dpa-professionals-4456896704,https://nl.linkedin.com/company/dpa-professionals,4456896704
DPA Professionals,"Klantadviseur Banken, Verzekeringen &amp; Pensioenen",Utrecht,2026-09-21,klantadviseur,nee,https://nl.linkedin.com/jobs/view/klantadviseur-banken-verzekeringen-pensioenen-at-dpa-professionals-4460039157,https://nl.linkedin.com/company/dpa-professionals,4460039157
Drukwerkdeal,Customer Care Specialist/ Klantenservice medewerker,Deventer,2026-09-05,support medewerker webshop,nee,https://nl.linkedin.com/jobs/view/customer-care-specialist-klantenservice-medewerker-at-drukwerkdeal-4435854127,https://nl.linkedin.com/company/drukwerkdeal,4435854127
DSV - Global Transport and Logistics,Customer Care &amp; Support Dutch/ French-speaking,Moerdijk,2026-09-05,customer service,nee,https://nl.linkedin.com/jobs/view/customer-care-support-dutch-french-speaking-at-dsv-global-transport-and-logistics-4435215896,https://dk.linkedin.com/company/dsv,4435215896
DSV - Global Transport and Logistics,Customer Care &amp; Support Nederlands-Franstalig,Moerdijk,2026-09-05,customer service,nee,https://nl.linkedin.com/jobs/view/customer-care-support-nederlands-franstalig-at-dsv-global-transport-and-logistics-4435230329,https://dk.linkedin.com/company/dsv,4435230329
DSV - Global Transport and Logistics,Customer Service Representative Parcel,Maastricht-Airport,2026-09-08,customer service,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-parcel-at-dsv-global-transport-and-logistics-4463509747,https://dk.linkedin.com/company/dsv,4463509747
DSV - Global Transport and Logistics,Customer Service Representative Parcel,Maastricht-Airport,2026-09-08,customer service,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-parcel-at-dsv-global-transport-and-logistics-4463505796,https://dk.linkedin.com/company/dsv,4463505796
DSV - Global Transport and Logistics,Customer Service Representative,Venlo,2026-09-21,customer service,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-dsv-global-transport-and-logistics-4459798043,https://dk.linkedin.com/company/dsv,4459798043
dutchtel het enige transparante telecom bedrijf van Nederland,Klant adviseur Telecom,Breukelen,2026-08-09,klantadviseur,nee,https://nl.linkedin.com/jobs/view/klant-adviseur-telecom-at-dutchtel-4451324370,https://nl.linkedin.com/company/dutchtel,4451324370
Dutchwebdesign,Projectmanager e-commerce,Breda,2026-09-11,webshop medewerker,nee,https://nl.linkedin.com/jobs/view/projectmanager-e-commerce-at-dutchwebdesign-4466099708,https://nl.linkedin.com/company/dutchwebdesign,4466099708
Dutchwebdesign,Projectmanager e-commerce,Breda,2026-09-22,webshop medewerker,nee,https://nl.linkedin.com/jobs/view/projectmanager-e-commerce-at-dutchwebdesign-4470299147,https://nl.linkedin.com/company/dutchwebdesign,4470299147
DYKA Group,Baliemedewerker / Magazijnmedewerker | DYKA Weurt,Weurt,2026-05-19,orderverwerking medewerker,nee,https://nl.linkedin.com/jobs/view/baliemedewerker-magazijnmedewerker-dyka-weurt-at-dyka-group-4413300173,https://nl.linkedin.com/company/dykagroup,4413300173
DYKA Group,Baliemedewerker / Magazijnmedewerker | DYKA Eindhoven,Eindhoven,2026-05-22,orderverwerking medewerker,nee,https://nl.linkedin.com/jobs/view/baliemedewerker-magazijnmedewerker-dyka-eindhoven-at-dyka-group-4414311547,https://nl.linkedin.com/company/dykagroup,4414311547
e-Quest,Servicedeskmedewerker Breedband Helmond,Helmond,2026-08-04,support medewerker webshop,nee,https://nl.linkedin.com/jobs/view/servicedeskmedewerker-breedband-helmond-at-e-quest-4449071697,https://nl.linkedin.com/company/e-quest-automatisering,4449071697
E-WISE Nederland,Commercieel Medewerker Binnendienst (Inside Sales),Utrecht,2026-03-10,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-binnendienst-inside-sales-at-e-wise-nederland-4382027982,https://nl.linkedin.com/company/e-wise_nederland,4382027982
Eastman,Customer Service Representative - Chemical Intermediates - German speaker,Rotterdam,2026-09-19,customer service,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-chemical-intermediates-german-speaker-at-eastman-4440254476,https://www.linkedin.com/company/eastman,4440254476
Economy,Online marketeer in Delft,Delft,2026-06-06,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/online-marketeer-in-delft-at-economy-4432302999,https://nl.linkedin.com/company/e-conomy,4432302999
Eddy Grid,Customer Success Manager - Customer Relations (Fluent Dutch Speaker),Utrecht,2026-09-18,klantadviseur,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-customer-relations-fluent-dutch-speaker-at-eddy-grid-4466687118,https://nl.linkedin.com/company/eddy-grid,4466687118
efficy CRM,Customer Care Officer (Dutch speaker),Utrecht,2026-09-10,customer service,nee,https://nl.linkedin.com/jobs/view/customer-care-officer-dutch-speaker-at-efficy-crm-4463431909,https://be.linkedin.com/company/efficy,4463431909
efficy Group,Customer Care Officer L1 (Nederlandstalig),Utrecht,2026-08-24,customer service,nee,https://nl.linkedin.com/jobs/view/customer-care-officer-l1-nederlandstalig-at-efficy-group-4450116544,https://be.linkedin.com/company/efficy-group,4450116544
efficy Group,Customer Care Officer (Dutch speaker),Utrecht,2026-09-07,customer service,nee,https://nl.linkedin.com/jobs/view/customer-care-officer-dutch-speaker-at-efficy-group-4452436527,https://be.linkedin.com/company/efficy-group,4452436527
Efulfilment Europe,Sales Support Medewerker,Almere,2026-05-08,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/sales-support-medewerker-at-efulfilment-europe-4412126214,https://nl.linkedin.com/company/efulfilmenteu,4412126214
Efulfilment Europe,Customer Success Medewerker,Almere,2026-05-08,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/customer-success-medewerker-at-efulfilment-europe-4412127084,https://nl.linkedin.com/company/efulfilmenteu,4412127084
Efulfilment Europe,Online Marketeer,Almere,2026-09-10,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/online-marketeer-at-efulfilment-europe-4463494033,https://nl.linkedin.com/company/efulfilmenteu,4463494033
Elektramat B.V.,Klantenservice Medewerker,Almelo,2026-01-22,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-at-elektramat-b-v-4365287273,https://nl.linkedin.com/company/elektramat,4365287273
Elektramat B.V.,Merchandiser &amp; Search specialist,Enschede en omgeving,2026-03-28,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/merchandiser-search-specialist-at-elektramat-b-v-4392006945,https://nl.linkedin.com/company/elektramat,4392006945
Elektrototaalmarkt,Klantenservicemedewerker,Nistelrode,2026-09-09,support medewerker webshop,nee,https://nl.linkedin.com/jobs/view/klantenservicemedewerker-at-elektrototaalmarkt-nl-4464498258,https://nl.linkedin.com/company/elektrototaalmarkt,4464498258
Elevation Group,Administratief Medewerker Inkoop,'s-Gravenhage,2026-09-08,orderverwerking medewerker,nee,https://nl.linkedin.com/jobs/view/administratief-medewerker-inkoop-at-elevation-group-4464623531,https://nl.linkedin.com/company/elevation-group-netherlands,4464623531
ennovationHUB,Senior Google Ads Specialist | International E-commerce | Remote ASAP,Nederland,2026-09-18,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/senior-google-ads-specialist-international-e-commerce-remote-asap-at-ennovationhub-4469156300,https://uk.linkedin.com/company/ennovationhub,4469156300
ERIKS Netherlands,Medewerker Order Service Team,Alkmaar,2026-09-22,orderverwerking medewerker,nee,https://nl.linkedin.com/jobs/view/medewerker-order-service-team-at-eriks-netherlands-4470402866,https://nl.linkedin.com/company/eriks-nederland,4470402866
Essent,Klantadviseur Slim Energiegebruik,'s-Hertogenbosch,2026-09-20,klantadviseur,nee,https://nl.linkedin.com/jobs/view/klantadviseur-slim-energiegebruik-at-essent-4432654929,https://nl.linkedin.com/company/essent,4432654929
EssilorLuxottica,Optician - Customer Service Executive,Zevenaar,2026-09-05,customer service,nee,https://nl.linkedin.com/jobs/view/optician-customer-service-executive-at-essilorluxottica-4294584765,https://fr.linkedin.com/company/essilorluxottica,4294584765
Essity,Customer Facing &amp; Order Management Representative,Zeist,2026-08-28,customer service,nee,https://nl.linkedin.com/jobs/view/customer-facing-order-management-representative-at-essity-4458075797,https://se.linkedin.com/company/essity,4458075797
Euro Pizza Products,Business Support Medewerker,Amstelveen,2026-09-03,support medewerker webshop,nee,https://nl.linkedin.com/jobs/view/business-support-medewerker-at-euro-pizza-products-4462780476,https://nl.linkedin.com/company/euro-pizza-products,4462780476
Eurofins,Customer Support Medewerker,Amersfoort,2026-07-09,customer service,nee,https://nl.linkedin.com/jobs/view/customer-support-medewerker-at-eurofins-4438595647,https://lu.linkedin.com/company/eurofins,4438595647
Europe Cycle Company,Klantenservice/Aftersales,Aalsmeer,2025-12-03,customer service,nee,https://nl.linkedin.com/jobs/view/klantenservice-aftersales-at-europe-cycle-company-4341551459,https://nl.linkedin.com/company/europe-cycle-company,4341551459
Evers Kassasystemen bv,Junior Support Medewerker,'s-Hertogenbosch,2026-08-27,support medewerker webshop,nee,https://nl.linkedin.com/jobs/view/junior-support-medewerker-at-evers-kassasystemen-bv-4457744746,https://nl.linkedin.com/company/evers-kassasystemen-bv,4457744746
Evoke,Customer Service Specialist,Geleen,2026-09-18,orderverwerking medewerker,nee,https://nl.linkedin.com/jobs/view/customer-service-specialist-at-evoke-4467898800,https://nl.linkedin.com/company/evokestaffing,4467898800
Farm Frites,Customer Service Medewerker,"Zuid-Holland, Nederland",2026-09-19,customer service,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-farm-frites-4441375026,https://nl.linkedin.com/company/farm-frites,4441375026
Fashion Cloud,Product Success Manager - EDI,Amsterdam,2026-08-10,support medewerker webshop,nee,https://nl.linkedin.com/jobs/view/product-success-manager-edi-at-fashion-cloud-4451568032,https://de.linkedin.com/company/fashioncloud,4451568032
Ferdinand Zandbergen B.V.,Sales Support Medewerker,Woudenberg,2026-09-09,orderverwerking medewerker,nee,https://nl.linkedin.com/jobs/view/sales-support-medewerker-at-ferdinand-zandbergen-b-v-4465051599,https://nl.linkedin.com/company/ferdinand-zandbergen-bv-international-meat,4465051599
Fidus,Adviseur Particuliere Verzekeringen,Huizen,2026-09-03,klantadviseur,nee,https://nl.linkedin.com/jobs/view/adviseur-particuliere-verzekeringen-at-fidus-4450704441,https://nl.linkedin.com/company/fidusnl,4450704441
Figo Pet Nederland,Conseiller(ère) clientèle,Amsterdam Area,2026-09-16,klantadviseur,nee,https://nl.linkedin.com/jobs/view/conseiller-%C3%A8re-client%C3%A8le-at-figo-pet-nederland-4466866292,https://nl.linkedin.com/company/figopetnl,4466866292
Fixami,Franse Customer Service Medewerker,Tilburg,2026-07-28,support medewerker webshop,nee,https://nl.linkedin.com/jobs/view/franse-customer-service-medewerker-at-fixami-4445449934,https://nl.linkedin.com/company/fixami,4445449934
Flatline Agency ™️,eCommerce Manager,Amsterdam,2026-02-13,support medewerker webshop,nee,https://nl.linkedin.com/jobs/view/ecommerce-manager-at-flatline-agency-%E2%84%A2%EF%B8%8F-4364123125,https://nl.linkedin.com/company/flatline-agency,4364123125
Flatline Agency ™️,Shopify Consultant,Amsterdam,2026-07-28,support medewerker webshop,nee,https://nl.linkedin.com/jobs/view/shopify-consultant-at-flatline-agency-%E2%84%A2%EF%B8%8F-4445412861,https://nl.linkedin.com/company/flatline-agency,4445412861
Flatpay,Customer Support Agent,Amsterdam,2026-09-05,customer service,nee,https://nl.linkedin.com/jobs/view/customer-support-agent-at-flatpay-4454509382,https://dk.linkedin.com/company/flatpayaps,4454509382
Fleetport.nl,Klantenservice medewerker (Pooldesk),Bleiswijk,2026-07-30,customer service,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-pooldesk-at-fleetport-nl-4446464750,https://nl.linkedin.com/company/fleetport-nl,4446464750
Flitsmeister,Customer Support Specialist,Veenendaal,2026-09-09,customer service,nee,https://nl.linkedin.com/jobs/view/customer-support-specialist-at-flitsmeister-4445733076,https://nl.linkedin.com/company/flitsmeister,4445733076
Flokk Nederland,Customer service medewerker Benelux,Rotterdam,2026-07-27,customer service,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-benelux-at-flokk-nederland-4445900924,https://nl.linkedin.com/company/flokk-nederland,4445900924
FOOX Bergsma Franeker BV,Binnendienst Medewerker Webshop Foods &amp; Goods - (fulltime),Franeker,2026-09-17,orderverwerking medewerker,nee,https://nl.linkedin.com/jobs/view/binnendienst-medewerker-webshop-foods-goods-fulltime-at-foox-bergsma-franeker-bv-4468637112,https://nl.linkedin.com/company/foox-bergsma-franeker-bv,4468637112
Fortifi Food Processing Solutions,Customer Service Representative,Huizen,2026-09-18,customer service,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-fortifi-food-processing-solutions-4466224666,https://www.linkedin.com/company/fortififoodsolutions,4466224666
Foxelli Group,Email Marketing Specialist| DTC E-commerce | 100% Remote EU,Amsterdam Area,2026-07-31,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/email-marketing-specialist-dtc-e-commerce-100%25-remote-eu-at-foxelli-group-4447525692,https://nl.linkedin.com/company/foxelli-group,4447525692
French Selection (FS),Dutch Speaking Customer Experience Representative,Eindhoven,2026-09-10,customer service,nee,https://nl.linkedin.com/jobs/view/dutch-speaking-customer-experience-representative-at-french-selection-fs-4464530294,https://uk.linkedin.com/company/french-selection-uk-limited,4464530294
French Selection (FS),Medewerker Klantenservice / Customer Experience (Nederlands &amp; Engels),Eindhoven Area,2026-09-10,customer service,nee,https://nl.linkedin.com/jobs/view/medewerker-klantenservice-customer-experience-nederlands-engels-at-french-selection-fs-4465807422,https://uk.linkedin.com/company/french-selection-uk-limited,4465807422
French Selection (FS),Medewerker Klantenservice / Customer Experience (Nederlands &amp; Engels),Eindhoven,2026-09-15,customer service,nee,https://nl.linkedin.com/jobs/view/medewerker-klantenservice-customer-experience-nederlands-engels-at-french-selection-fs-4466158622,https://uk.linkedin.com/company/french-selection-uk-limited,4466158622
Fresh 'n Rebel,Medewerker Commercial Backoffice Rotterdam HQ 32h-40h,Rotterdam,2026-08-05,orderverwerking medewerker,ja,https://nl.linkedin.com/jobs/view/medewerker-commercial-backoffice%0Arotterdam-hq%0A32h-40h-at-fresh-n-rebel-4447308836,https://nl.linkedin.com/company/fresh-n-rebel,4447308836
Fresh People,online merchandiser,Zaandam,2026-08-31,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/online-merchandiser-at-fresh-people-4461205780,https://nl.linkedin.com/company/freshpeople,4461205780
Fyffes,OTC Analyst,Rotterdam,2026-09-03,orderverwerking medewerker,nee,https://nl.linkedin.com/jobs/view/otc-analyst-at-fyffes-4434988333,https://ie.linkedin.com/company/fyffes,4434988333
Gall &amp; Gall,Specialist Online Merchandiser,Zaandam,2026-09-11,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/specialist-online-merchandiser-at-gall-gall-4463962737,https://nl.linkedin.com/company/gall-&amp;-gall,4463962737
GANNI,"Full-time Client Advisor - Leidsestraat, Amsterdam",Amsterdam,2026-09-10,klantadviseur,nee,https://nl.linkedin.com/jobs/view/full-time-client-advisor-leidsestraat-amsterdam-at-ganni-4465643770,https://dk.linkedin.com/company/ganni,4465643770
GANNI,"Full-time Client Advisor - Runstraat, Amsterdam",Amsterdam,2026-09-18,klantadviseur,nee,https://nl.linkedin.com/jobs/view/full-time-client-advisor-runstraat-amsterdam-at-ganni-4440901648,https://dk.linkedin.com/company/ganni,4440901648
Garanti BBVA International,Klantcontactadviseur Sparen,Amsterdam,2026-05-18,klantadviseur,nee,https://nl.linkedin.com/jobs/view/klantcontactadviseur-sparen-at-garanti-bbva-international-4403973280,https://nl.linkedin.com/company/garantibank-international-nv,4403973280
GDB Logistics,Customer Support Specialist,Alkmaar,2026-08-10,customer service,nee,https://nl.linkedin.com/jobs/view/customer-support-specialist-at-gdb-logistics-4451529684,https://nl.linkedin.com/company/gdblogistics,4451529684
Gemeente Krimpenerwaard,Medewerker Klantcontact,Bergambacht,2026-09-17,customer service,nee,https://nl.linkedin.com/jobs/view/medewerker-klantcontact-at-gemeente-krimpenerwaard-4468643620,https://nl.linkedin.com/company/gemeente-krimpenerwaard,4468643620
Giga Meubel,Klantenservice medewerker 32-40 uur,Barneveld,2026-09-08,customer service,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-32-40-uur-at-giga-meubel-4462523800,https://nl.linkedin.com/company/giga-meubel,4462523800
Giorgio Armani,Client Advisor,'s-Gravenhage,2026-09-16,klantadviseur,nee,https://nl.linkedin.com/jobs/view/client-advisor-at-giorgio-armani-4442722796,https://it.linkedin.com/company/giorgio-armani,4442722796
Globus Medical,Sr Customer Service Representative,Brunssum,2025-06-10,customer service,nee,https://nl.linkedin.com/jobs/view/sr-customer-service-representative-at-globus-medical-4245482430,https://www.linkedin.com/company/globus-medical,4245482430
Globus Medical,Operations Shipping Clerk,Brunssum,2025-12-15,orderverwerking medewerker,nee,https://nl.linkedin.com/jobs/view/operations-shipping-clerk-at-globus-medical-4350103888,https://www.linkedin.com/company/globus-medical,4350103888
GO! Express &amp; Logistics,Customer Service Agent (40 uur),Veenendaal,2026-09-08,customer service,nee,https://nl.linkedin.com/jobs/view/customer-service-agent-40-uur-at-go%21-express-logistics-4462293610,https://de.linkedin.com/company/go-express-&amp;-logistics,4462293610
GoDutch,Customer Operations Agent,Amsterdam,2026-01-13,customer service,nee,https://nl.linkedin.com/jobs/view/customer-operations-agent-at-godutch-4354448067,https://nl.linkedin.com/company/godutchcom,4354448067
Goldbergh,Email &amp; CRM Marketeer,Amsterdam,2026-08-27,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/email-crm-marketeer-at-goldbergh-4459803918,https://nl.linkedin.com/company/goldbergh,4459803918
GoSpooky,TikTok Shop Manager,Amsterdam,2026-09-08,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/tiktok-shop-manager-at-gospooky-4409438011,https://nl.linkedin.com/company/gospooky,4409438011
Greenchoice,Commercieel Adviseur MKB,Nijmegen,2026-09-14,klantadviseur,nee,https://nl.linkedin.com/jobs/view/commercieel-adviseur-mkb-at-greenchoice-4455280040,https://nl.linkedin.com/company/greenchoice,4455280040
Grozette BV,Medewerker Binnendienst,Woerden,2026-07-30,orderverwerking medewerker,nee,https://nl.linkedin.com/jobs/view/medewerker-binnendienst-at-grozette-bv-4446568559,https://nl.linkedin.com/company/grozette-bv,4446568559
GTE,Junior Marketeer (Dutch speaker),Nieuwegein,2026-04-16,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/junior-marketeer-dutch-speaker-at-gte-4402168963,https://www.linkedin.com/company/gte2018,4402168963
GTE,SEO &amp; Product Page Marketing Specialist for Supplement Brand,Nieuwegein,2026-05-14,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/seo-product-page-marketing-specialist-for-supplement-brand-at-gte-4414745284,https://www.linkedin.com/company/gte2018,4414745284
GTE,eCom Product Page Designer,Nieuwegein,2026-07-14,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/ecom-product-page-designer-at-gte-4439800194,https://www.linkedin.com/company/gte2018,4439800194
GTE,eCom Product Page Copywriter,Nieuwegein,2026-07-14,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/ecom-product-page-copywriter-at-gte-4439489638,https://www.linkedin.com/company/gte2018,4439489638
GTE,Product Importer,Nieuwegein,2026-07-27,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/product-importer-at-gte-4445185256,https://www.linkedin.com/company/gte2018,4445185256
GTE,E-commerce Marketeer,Nieuwegein,2026-08-11,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/e-commerce-marketeer-at-gte-4452143236,https://www.linkedin.com/company/gte2018,4452143236
GTE,Shopify Store Builders 🛠️,Nieuwegein,2026-08-27,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/shopify-store-builders-%F0%9F%9B%A0%EF%B8%8F-at-gte-4458659953,https://www.linkedin.com/company/gte2018,4458659953
GTE,E-mail Marketeer,Nieuwegein,2026-09-07,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/e-mail-marketeer-at-gte-4462984203,https://www.linkedin.com/company/gte2018,4462984203
GUILLIN ESPAÑA,SERVICEMEDEWERKER - GUILLIN NEDERLAND - BUNSCHOTEN (NETHERLANDS),Bunschoten,2026-07-22,orderverwerking medewerker,nee,https://nl.linkedin.com/jobs/view/servicemedewerker-guillin-nederland-bunschoten-netherlands-at-guillin-espa%C3%B1a-4444214677,https://es.linkedin.com/company/guillin-espana,4444214677
"GXO Logistics, Inc.",Customer Service Officer,Oude Meer,2026-09-02,customer service,nee,https://nl.linkedin.com/jobs/view/customer-service-officer-at-gxo-logistics-inc-4462432132,https://www.linkedin.com/company/gxologistics,4462432132
"GXO Logistics, Inc.",Customer Service Representative,Amsterdam Area,2026-09-03,customer service,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-gxo-logistics-inc-4460475892,https://www.linkedin.com/company/gxologistics,4460475892
HabitasConnects,Senior E-commerce &amp; Marketplace Medewerker | 24-32 uur | Oud-Beijerland,Oud-Beijerland,2026-09-14,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/senior-e-commerce-marketplace-medewerker-24-32-uur-oud-beijerland-at-habitasconnects-4465220223,https://nl.linkedin.com/company/habitasconnects,4465220223
Hager Nederland,Medewerker Ordermanagement,'s-Hertogenbosch,2026-09-11,orderverwerking medewerker,nee,https://nl.linkedin.com/jobs/view/medewerker-ordermanagement-at-hager-netherlands-4466042094,https://nl.linkedin.com/company/hager-nederland,4466042094
Hammer IT Services B.V.,Allround Medewerker IT &amp; Klantenservice,Zevenaar,2026-08-26,webshop medewerker,nee,https://nl.linkedin.com/jobs/view/allround-medewerker-it-klantenservice-at-hammer-it-services-b-v-4459328254,https://nl.linkedin.com/company/hammerit,4459328254
Hamulight | Outdoor Lighting,Medewerker operations &amp; commerciële binnendienst,Panningen,2026-09-08,orderverwerking medewerker,nee,https://nl.linkedin.com/jobs/view/medewerker-operations-commerci%C3%ABle-binnendienst-at-hamulight-outdoor-lighting-4464478338,https://nl.linkedin.com/company/hamulight,4464478338
Hans Boodt Mannequins,Customer Support Employee,Zwijndrecht,2026-09-16,customer service,nee,https://nl.linkedin.com/jobs/view/customer-support-employee-at-hans-boodt-mannequins-4465926563,https://nl.linkedin.com/company/hansboodtmannequins,4465926563
Happy Hair Service,E-commerce &amp; Content Specialist,Berkel en Rodenrijs,2026-09-15,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/e-commerce-content-specialist-at-happy-hair-service-4467753157,https://nl.linkedin.com/company/happy-hair-service,4467753157
Happy On Web B.V.,Fulltime Klantenservice &amp; Webshop medewerker Eindhoven,Eindhoven Area,2026-08-05,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/fulltime-klantenservice-webshop-medewerker-eindhoven-at-happy-on-web-b-v-4449629126,https://nl.linkedin.com/company/happy-on-web-bv,4449629126
Harmony Auto Netherlands,Sales Consultant,Rotterdam,2026-09-11,klantadviseur,nee,https://nl.linkedin.com/jobs/view/sales-consultant-at-harmony-auto-netherlands-4466090723,https://nl.linkedin.com/company/harmony-auto-netherlands,4466090723
Hart Beach,Website &amp; Webshop Beheerder,'s-Gravenhage,2026-09-19,e-commerce medewerker,nee,https://nl.linkedin.com/jobs/view/website-webshop-beheerder-at-hart-beach-4469525581,https://nl.linkedin.com/company/hartbeach,4469525581
HAVI,Customer Service medewerker,Amersfoort,2026-09-10,customer service,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-havi-4428890417,https://www.linkedin.com/company/havigroup,4428890417
