bedrijf,domein,domein_bron,functie,datum,plaats,aantal_vacatures,al_in_pool,vacature_url,zoekterm
Richemont,richemont.com,geraden en bevestigd,E-Boutique Client Advisor French Speaking,2026-09-18,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/e-boutique-client-advisor-french-speaking-at-richemont-4467886933,customer happiness
Ricoh Nederland,ricoh.nl,geraden en bevestigd,Key Account Customer Service Agent | Den Bosch | Hybrid,2026-07-29,'s-Hertogenbosch,1,nee,https://nl.linkedin.com/jobs/view/key-account-customer-service-agent-den-bosch-hybrid-at-ricoh-nederland-4444962081,klantenservice medewerker
Roadsoft,roadsoft.com,geraden en bevestigd,Customer Success Specialist (Onboarding &amp; Support),2026-09-17,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-specialist-onboarding-support-at-roadsoft-4468663286,customer happiness
ROCKWOOL Group,rockwool.com,geraden en bevestigd,Customer Services Employee,2026-09-14,Roermond,2,nee,https://nl.linkedin.com/jobs/view/customer-services-employee-at-rockwool-group-4467030929,klantenservice medewerker
Rotom Nederland B.V.,rotom.nl,geraden en bevestigd,Customer Service Medewerker Webshop,2026-04-07,Eerbeek,1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-webshop-at-rotom-nederland-b-v-4395476141,orderverwerking medewerker
Royal A-ware,royal-aware.com,geraden en bevestigd,Medewerker Customer Care,2026-09-09,Almere,3,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-care-at-royal-a-ware-4465069656,orderverwerking medewerker
Royal Brinkman,royalbrinkman.nl,geraden en bevestigd,Traineeship E-commerce,2026-06-30,'s-Gravenzande,1,nee,https://nl.linkedin.com/jobs/view/traineeship-e-commerce-at-royal-brinkman-4431924589,e-commerce medewerker
Royal Van Zanten,royalvanzanten.com,geraden en bevestigd,Commercieel Medewerker Customer Service,2026-09-09,Rijsenhout,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-customer-service-at-royal-van-zanten-4463877729,orderverwerking medewerker
RVS Clean,rvs-clean.nl,geraden en bevestigd,Cleanroom medewerker,2026-05-23,Bergeyk,1,nee,https://nl.linkedin.com/jobs/view/cleanroom-medewerker-at-rvs-clean-4429783675,webcare medewerker
Salta Group,salta.nl,geraden en bevestigd,Klantenservice Medewerker,2026-09-09,Hilversum,1,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-at-salta-group-4445700000,klantadviseur
Salute,salute.nl,geraden en bevestigd,Data Centre NOC Operator,2026-08-07,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/data-centre-noc-operator-at-salute-4460250542,webcare medewerker
Sanbio B.V.,sanbio.nl,geraden en bevestigd,Medewerker Binnendienst,2026-09-10,Uden,1,nee,https://nl.linkedin.com/jobs/view/medewerker-binnendienst-at-sanbio-b-v-4465609918,orderverwerking medewerker
SanLucar Company,sanlucar.com,geraden en bevestigd,MEDEWERKER COMMERCIËLE ADMINISTRATIE,2026-09-11,Ridderkerk,1,nee,https://nl.linkedin.com/jobs/view/medewerker-commerci%C3%ABle-administratie-at-sanlucar-company-4464881539,orderverwerking medewerker
Satechi,satechi.com,geraden en bevestigd,Order Fulfillment Specialist,2026-08-24,Nederland,1,nee,https://nl.linkedin.com/jobs/view/order-fulfillment-specialist-at-satechi-4458531021,orderverwerking medewerker
Saxo Bank,home.saxo,geraden en bevestigd,Client Service Associate (French + Dutch Speaking),2026-09-12,Amsterdam,3,nee,https://nl.linkedin.com/jobs/view/client-service-associate-french-%2B-dutch-speaking-at-saxo-bank-4036618828,customer happiness
Schuit Totaal Wonen,schuittotaalwonen.nl,geraden en bevestigd,Backofficemedewerker,2026-09-22,Putten,1,nee,https://nl.linkedin.com/jobs/view/backofficemedewerker-at-schuit-totaal-wonen-1708382084,orderverwerking medewerker
Schuitemaker,schuitemaker.nl,geraden en bevestigd,Stage/afstuderen: E-commerce &amp; Digital Commerce (MBO/HBO),2026-08-11,Rijssen,1,nee,https://nl.linkedin.com/jobs/view/stage-afstuderen-e-commerce-digital-commerce-mbo-hbo-at-schuitemaker-4452106308,webshop medewerker
Schuurman Groothandel in Elektrotechniek,schuurman.nl,geraden en bevestigd,Commercieel medewerker,2026-08-28,Raamsdonksveer,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-at-schuurman-groothandel-in-elektrotechniek-4458947514,orderverwerking medewerker
SECRID,secrid.com,geraden en bevestigd,Logistiek Allrounder,2026-09-16,Randstad,2,nee,https://nl.linkedin.com/jobs/view/logistiek-allrounder-at-secrid-4468218180,orderverwerking medewerker
Secure Design Webdevelopment,securedesign.nl,geraden en bevestigd,"Vacature front-end developer (mbo / hbo, Leiden, 32-40 uur)",2026-07-09,Leiden,3,nee,https://nl.linkedin.com/jobs/view/vacature-front-end-developer-mbo-hbo-leiden-32-40-uur-at-secure-design-webdevelopment-4448391541,webcare medewerker
Sedgwick,sedgwick.com,geraden en bevestigd,Administratief Medewerker,2026-09-03,Amstelveen,1,nee,https://nl.linkedin.com/jobs/view/administratief-medewerker-at-sedgwick-4256918853,webcare medewerker
Seed Valley,seedvalley.nl,geraden en bevestigd,Medewerker Customer Service,2026-08-21,Noord-Scharwoude,1,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-service-at-seed-valley-4457351891,support medewerker webshop
Select Courier International B.V.,selectcourier.com,geraden en bevestigd,CUSTOMER SERVICE,2026-07-21,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-at-select-courier-international-b-v-4442661805,klantenservice medewerker
Sendcloud,sendcloud.com,geraden en bevestigd,Customer Support Consultant - Benelux,2026-08-31,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/customer-support-consultant-benelux-at-sendcloud-4460023105,klantenservice medewerker
Sense Company,sense-company.com,geraden en bevestigd,Customer Care Specialist,2026-09-16,Tilburg,1,nee,https://nl.linkedin.com/jobs/view/customer-care-specialist-at-sense-company-4467079261,customer happiness
SharkNinja,sharkninja.nl,geraden en bevestigd,Ecommerce &amp; Merchandising Executive – Benelux,2026-09-18,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/ecommerce-merchandising-executive-%E2%80%93-benelux-at-sharkninja-4450230207,e-commerce medewerker
Shoppartners B.V.,shoppartners.nl,geraden en bevestigd,Junior Content medewerker - 32 tot 40 uur per week,2026-09-11,Heerhugowaard,3,nee,https://nl.linkedin.com/jobs/view/junior-content-medewerker-32-tot-40-uur-per-week-at-shoppartners-b-v-4465148462,webcare medewerker
Sidekix,sidekix.nl,geraden en bevestigd,ORDERPICKER E-FULFILMENT,2026-09-11,Uden,1,nee,https://nl.linkedin.com/jobs/view/orderpicker-e-fulfilment-at-sidekix-4463996411,orderverwerking medewerker
Signify,signify.com,geraden en bevestigd,Key Account Manager eCommerce,2026-09-15,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/key-account-manager-ecommerce-at-signify-4466524130,e-commerce medewerker
Simac,simac.com,geraden en bevestigd,Customer Experience Manager Healthcare (regio Den Haag/Rotterdam),2026-02-27,Utrecht,2,nee,https://nl.linkedin.com/jobs/view/customer-experience-manager-healthcare-regio-den-haag-rotterdam-at-simac-4377933710,customer happiness
Simply Green,simply-green.nl,geraden en bevestigd,Operations Manager,2026-09-18,Almere,1,nee,https://nl.linkedin.com/jobs/view/operations-manager-at-simply-green-4466686903,support medewerker webshop
Simvia,simvia.com,geraden en bevestigd,Customer Success Manager - Benelux - Growing Impact Scale Up,2026-09-21,Amsterdam,3,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-benelux-growing-impact-scale-up-at-simvia-4469842764,customer happiness
Skil B.V.,skil.com,geraden en bevestigd,E-Commerce Specialist (EMEA),2026-09-04,Breda-Tilburg Area,2,nee,https://nl.linkedin.com/jobs/view/e-commerce-specialist-emea-at-skil-b-v-4461166211,e-commerce medewerker
Sligro Food Group,sligrofood.com,geraden en bevestigd,Medewerker Customer Care,2026-09-22,Breda,1,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-care-at-sligro-food-group-4470293178,klantenservice medewerker
Smart Health,smarthealth.live,geraden en bevestigd,Online marketeer,2026-04-07,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/online-marketeer-at-smart-health-4398376296,webcare medewerker
Smartwares Group,smartwares.eu,geraden en bevestigd,Marketplace specialist,2026-09-14,Tilburg,3,nee,https://nl.linkedin.com/jobs/view/marketplace-specialist-at-smartwares-group-4465203872,e-commerce medewerker
Smollan Netherlands,smollan.com,geraden en bevestigd,Customer Success Medewerker,2026-08-21,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-medewerker-at-smollan-netherlands-4447520039,customer happiness
Snelstart,snelstart.nl,geraden en bevestigd,Klantenservice Medewerker Amersfoort,2026-08-25,Amersfoort,2,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-amersfoort-at-snelstart-4447533157,klantenservice medewerker
Social Deal,socialdeal.nl,geraden en bevestigd,Franstalige Klantenservice Medewerker (Flexibel),2026-05-28,'s-Hertogenbosch,2,nee,https://nl.linkedin.com/jobs/view/franstalige-klantenservice-medewerker-flexibel-at-social-deal-4420412173,support medewerker webshop
Sockshouse,sockshouse.nl,geraden en bevestigd,Inkoopmedewerker,2026-09-08,'s-Hertogenbosch,1,nee,https://nl.linkedin.com/jobs/view/inkoopmedewerker-at-sockshouse-4464456614,support medewerker webshop
Solid Partners ICT Groep,solidpartners.nl,geraden en bevestigd,ServiceDesk Medewerker (IT Support Engineer),2026-07-23,Raalte,1,nee,https://nl.linkedin.com/jobs/view/servicedesk-medewerker-it-support-engineer-at-solid-partners-ict-groep-4441553368,webcare medewerker
Sonova Group,sonova.com,geraden en bevestigd,Customer Service employee,2026-09-18,Vianen,1,nee,https://nl.linkedin.com/jobs/view/customer-service-employee-at-sonova-group-4383396850,klantenservice medewerker
Spacewell,spacewell.com,geraden en bevestigd,Customer Success Manager,2026-04-30,Arnhem,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-spacewell-4408796947,customer happiness
Spectrum Equity,spectrumequity.com,geraden en bevestigd,"EMEA Customer Success Manager, Nordic Speaker",2026-09-15,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/emea-customer-success-manager-nordic-speaker-at-spectrum-equity-4465563415,customer happiness
SPS Commerce,spscommerce.com,geraden en bevestigd,Customer Success Manager III,2026-09-03,Breukelen,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-iii-at-sps-commerce-4461695365,customer happiness
SRS,srs.nl,geraden en bevestigd,Retail Support Agent,2025-09-29,Almere,1,nee,https://nl.linkedin.com/jobs/view/retail-support-agent-at-srs-4305383527,support medewerker webshop
stichd,stichd.com,geraden en bevestigd,Customer Service Representative (Formula 1 &amp; Football),2026-09-17,'s-Hertogenbosch,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-formula-1-football-at-stichd-4468608843,klantenservice medewerker
STOX Energy Socks,stoxenergy.com,geraden en bevestigd,Customer Service Specialist,2026-09-04,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-specialist-at-stox-energy-socks-4463382019,klantenservice medewerker
Studenten.net,studentennet.com,geraden en bevestigd,Zakelijke Klantenservice E-Commerce,2026-09-22,Utrecht,23,nee,https://nl.linkedin.com/jobs/view/zakelijke-klantenservice-e-commerce-at-studenten-net-4468567887,e-commerce medewerker
STUDIOVEGTER,studiovegter.com,geraden en bevestigd,Administratief Medewerker Finance &amp; E-commerce,2026-07-16,Utrecht Area,2,nee,https://nl.linkedin.com/jobs/view/administratief-medewerker-finance-e-commerce-at-studiovegter-4441642212,e-commerce medewerker
Suitsupply,suitsupply.com,geraden en bevestigd,Customer Service Specialist,2026-09-22,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-specialist-at-suitsupply-4326536412,klantenservice medewerker
SumUp,sumup.com,geraden en bevestigd,Customer Support Agent,2026-09-02,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-support-agent-at-sumup-4421965211,klantenservice medewerker
Sunny Cars,sunnycars.nl,geraden en bevestigd,Customer Service Expert (24-40 uur),2026-09-09,Haarlem,1,nee,https://nl.linkedin.com/jobs/view/customer-service-expert-24-40-uur-at-sunny-cars-4465026977,klantenservice medewerker
Sunware,sunware.com,geraden en bevestigd,Marketplace Specialist (32 - 40 uur),2026-09-14,Tilburg,1,nee,https://nl.linkedin.com/jobs/view/marketplace-specialist-32-40-uur-at-sunware-4467048859,e-commerce medewerker
Swiss Sense,swisssense.nl,geraden en bevestigd,Web Analist Digital Commerce,2026-09-14,Uden,1,nee,https://nl.linkedin.com/jobs/view/web-analist-digital-commerce-at-swiss-sense-4467094489,webcare medewerker
Tangent,tangent.com,geraden en bevestigd,Entry level Customer Success Manager (€30-€60k salary + commission),2026-09-04,Amsterdam Area,1,nee,https://nl.linkedin.com/jobs/view/entry-level-customer-success-manager-%E2%82%AC30-%E2%82%AC60k-salary-%2B-commission-at-tangent-4463361874,customer happiness
Tarkett,tarkett.nl,geraden en bevestigd,Customer Service Representative,2026-06-26,Waalwijk,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-tarkett-4431709604,klantenservice medewerker
team.blue,domaincontactservice.com,geraden en bevestigd,Agent - Customer Support,2026-09-18,Leiden,1,nee,https://nl.linkedin.com/jobs/view/agent-customer-support-at-team-blue-4469171885,customer service
Tech Rise,techrise.nl,geraden en bevestigd,Head of Customer Success,2026-09-22,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/head-of-customer-success-at-tech-rise-4456583876,customer happiness
Tegeltje.nl,tegeltje.nl,geraden en bevestigd,Sales medewerker B2B (24-40 uur),2026-09-18,Bodegraven,1,nee,https://nl.linkedin.com/jobs/view/sales-medewerker-b2b-24-40-uur-at-tegeltje-nl-4469197217,e-commerce medewerker
Tellent,tellent.com,geraden en bevestigd,Digital Customer Success Manager - Benelux,2026-09-21,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/digital-customer-success-manager-benelux-at-tellent-4467383612,customer happiness
Temu,sites.google.com,geraden en bevestigd,Business Development Manager,2026-09-06,Nederland,2,nee,https://nl.linkedin.com/jobs/view/business-development-manager-at-temu-4462685492,e-commerce medewerker
Termeer Groep,mooiedomeinnaam.nl,geraden en bevestigd,Webshopmedewerker (maandag),2026-09-16,Tilburg,1,nee,https://nl.linkedin.com/jobs/view/webshopmedewerker-maandag-at-termeer-groep-4371879320,webcare medewerker
The Dare Company,thedarecompany.com,geraden en bevestigd,Vacature Front end developer,2026-07-10,Rotterdam,3,nee,https://nl.linkedin.com/jobs/view/vacature-front-end-developer-at-the-dare-company-4449069211,webcare medewerker
The Photo Company,thephotocompany.com,geraden en bevestigd,Winkelmedewerker (8-38 uur),2026-09-13,Amersfoort,1,nee,https://nl.linkedin.com/jobs/view/winkelmedewerker-8-38-uur-at-the-photo-company-4466771175,webshop medewerker
Tibber,tibber.com:443,geraden en bevestigd,Customer Support Specialist,2026-09-08,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-support-specialist-at-tibber-4414816920,klantenservice medewerker
TOPdesk,topdesk.com,geraden en bevestigd,Customer Succes Manager (NL),2026-09-14,Delft,1,nee,https://nl.linkedin.com/jobs/view/customer-succes-manager-nl-at-topdesk-4465762335,customer happiness
Toppy,toppy.nl,geraden en bevestigd,E-commerce meewerkstage,2026-04-07,Veghel,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-meewerkstage-at-toppy-4398365727,webshop medewerker
Treatwell,treatwell.nl,geraden en bevestigd,Customer Success Manager NL,2026-09-18,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-nl-at-treatwell-4469133608,webcare medewerker
Trend People,trend.nl,geraden en bevestigd,Commercieel administratief medewerker,2026-09-09,Oudewater,1,nee,https://nl.linkedin.com/jobs/view/commercieel-administratief-medewerker-at-trend-people-4439906546,orderverwerking medewerker
Triodos Bank,triodos.nl,geraden en bevestigd,Head of Customer Services TBNL,2026-09-02,Driebergen-Rijsenburg,1,nee,https://nl.linkedin.com/jobs/view/head-of-customer-services-tbnl-at-triodos-bank-4462440160,customer happiness
Troostwijk Auctions,troostwijkauctions.com,geraden en bevestigd,Klantenservice medewerker,2026-09-02,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-at-troostwijk-auctions-4457342326,klantenservice medewerker
Trusted Shops,trustedshops.nl,geraden en bevestigd,Customer Success Manager Benelux (f/m/d),2026-09-07,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-benelux-f-m-d-at-trusted-shops-4461893682,customer happiness
Trustoo.nl,trustoo.nl,geraden en bevestigd,Customer Success Manager,2026-09-03,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-trustoo-nl-4460735308,customer happiness
TSC Life,tsc-life.com,geraden en bevestigd,Customer Service Agent,2026-09-18,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-agent-at-tsc-life-4469160348,orderverwerking medewerker
Twentyseven,hoteltwentyseven.com,geraden en bevestigd,Open sollicitatie - Twentyseven,2024-11-26,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/open-sollicitatie-twentyseven-at-twentyseven-4085642446,webcare medewerker
Ultimesh,ultimesh.nl,geraden en bevestigd,E-commerce Medewerker,2026-09-11,Hellevoetsluis,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-medewerker-at-ultimesh-4466068170,webcare medewerker
UMC Utrecht,umcutrecht.nl,geraden en bevestigd,Medewerker schoonmaak &amp; services,2026-04-14,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/medewerker-schoonmaak-services-at-umc-utrecht-4392436330,webcare medewerker
Under Armour,underarmour.nl,geraden en bevestigd,"Sr. Professional, Digital Marketplace Sales",2026-09-03,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/sr-professional-digital-marketplace-sales-at-under-armour-4453152174,e-commerce medewerker
United Petfood,unitedpetfood.eu,geraden en bevestigd,Commercieel Medewerker Binnendienst,2026-08-14,Waalwijk,2,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-binnendienst-at-united-petfood-4454526510,orderverwerking medewerker
Vakgarage,vakgarage.nl,geraden en bevestigd,Service Adviseur in Mijdrecht,2026-07-10,Mijdrecht,1,nee,https://nl.linkedin.com/jobs/view/service-adviseur-in-mijdrecht-at-vakgarage-4438893621,klantadviseur
Valicare,valicare.nl,geraden en bevestigd,PHP Developer,2026-08-01,Den Haag,2,nee,https://nl.linkedin.com/jobs/view/php-developer-at-valicare-4445558465,webcare medewerker
Valk Design,valkdesign.nl,geraden en bevestigd,Customer Service &amp; Operations Medewerker | Valk at Home,2026-09-08,Eemnes,1,nee,https://nl.linkedin.com/jobs/view/customer-service-operations-medewerker-valk-at-home-at-valk-design-4464472421,orderverwerking medewerker
VAMAT,vamat.nl,geraden en bevestigd,Medewerker Customer Service,2026-09-08,"Utrecht, Nederland",1,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-service-at-vamat-4464449514,klantenservice medewerker
Van den Bosch,vandenbosch.nl,geraden en bevestigd,Klantenservicemedewerker,2026-09-03,Erp,1,nee,https://nl.linkedin.com/jobs/view/klantenservicemedewerker-at-van-den-bosch-4462788081,klantenservice medewerker
Van der Heide,vanderheide.nl,geraden en bevestigd,Accountmanager binnendienst,2026-06-07,Drachten,1,nee,https://nl.linkedin.com/jobs/view/accountmanager-binnendienst-at-van-der-heide-4436317544,klantadviseur
Van der Hoeven Kliniek,hoevenkliniek.nl,geraden en bevestigd,Medewerker beveiliging en receptie,2026-09-16,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/medewerker-beveiliging-en-receptie-at-van-der-hoeven-kliniek-4459146998,webcare medewerker
Van der Knaap,vanderknaap.nl,geraden en bevestigd,"Medewerker marketing, communicatie en events",2026-09-14,Kwintsheul,1,nee,https://nl.linkedin.com/jobs/view/medewerker-marketing-communicatie-en-events-at-van-der-knaap-4467073432,webcare medewerker
Van der Wal,vanderwal.nl,geraden en bevestigd,Customer Service Specialist,2026-09-11,Utrecht,2,nee,https://nl.linkedin.com/jobs/view/customer-service-specialist-at-van-der-wal-4464869166,customer service
Van Dorp,vandorp.nl,geraden en bevestigd,Helpdeskmedewerker ICT | Nieuwegein,2026-07-10,Nieuwegein,1,nee,https://nl.linkedin.com/jobs/view/helpdeskmedewerker-ict-nieuwegein-at-van-dorp-4435990557,support medewerker webshop
Van Gooi,vangooi.com,geraden en bevestigd,Front-end Developer (Energy Systems),2026-08-18,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/front-end-developer-energy-systems-at-van-gooi-4452846493,webcare medewerker
Van Happen Containers,vanhappencontainers.nl,geraden en bevestigd,Orderinvoer,2026-08-25,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/orderinvoer-at-van-happen-containers-4458717105,orderverwerking medewerker
Van Herk Kaas,vanherkkaas.nl,geraden en bevestigd,"Vacature: Backoffice medewerker – klantcontact, inkoop &amp; verkoop (Fulltime)",2026-08-26,Bodegraven,1,nee,https://nl.linkedin.com/jobs/view/vacature-backoffice-medewerker-%E2%80%93-klantcontact-inkoop-verkoop-fulltime-at-van-herk-kaas-4459316365,orderverwerking medewerker
Van Leeuwen Stainless,vanleeuwen.com,geraden en bevestigd,Inside Sales Medewerker,2026-06-12,Beesd,1,nee,https://nl.linkedin.com/jobs/view/inside-sales-medewerker-at-van-leeuwen-stainless-4425967935,orderverwerking medewerker
Van Mossel Automotive Group,vanmossel.nl,geraden en bevestigd,Medewerker Klantenservice,2026-08-11,Tilburg,6,nee,https://nl.linkedin.com/jobs/view/medewerker-klantenservice-at-van-mossel-automotive-group-4455292954,klantenservice medewerker
Van Nieuwpoort Groep,vannieuwpoort.com,geraden en bevestigd,Medewerker marketingcommunicatie,2026-09-04,Gouda,1,nee,https://nl.linkedin.com/jobs/view/medewerker-marketingcommunicatie-at-van-nieuwpoort-groep-4461171249,webcare medewerker
Vandebron,vandebron.nl,geraden en bevestigd,Customer Service Medewerker,2026-05-28,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-vandebron-4431658020,klantenservice medewerker
Vandersterre,vandersterre.com,geraden en bevestigd,Verkoopondersteuning,2026-09-21,Bodegraven,1,nee,https://nl.linkedin.com/jobs/view/verkoopondersteuning-at-vandersterre-4469874021,orderverwerking medewerker
VAST.,vast.nl,geraden en bevestigd,E‑commerce Specialist,2026-07-14,'s-Heerenberg,1,nee,https://nl.linkedin.com/jobs/view/e%E2%80%91commerce-specialist-at-vast-4440568385,webcare medewerker
VDL Agrotech,vdlagrotech.nl,geraden en bevestigd,Commercieel Medewerker Binnendienst,2026-09-07,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-binnendienst-at-vdl-agrotech-4464370174,orderverwerking medewerker
Vecht en IJssel,vechtenijssel.nl,geraden en bevestigd,Open sollicitatie,2025-03-26,IJsselstein,1,nee,https://nl.linkedin.com/jobs/view/open-sollicitatie-at-vecht-en-ijssel-4190977851,webcare medewerker
Veldsink Advies,veldsink.nl,geraden en bevestigd,Adviseur Binnendienst Particulier,2026-09-10,Valkenswaard,7,nee,https://nl.linkedin.com/jobs/view/adviseur-binnendienst-particulier-at-veldsink-advies-4465631007,klantadviseur
VELUX,velux.nl,geraden en bevestigd,Customer Service Professional met technische affiniteit,2026-09-09,De Meern,3,nee,https://nl.linkedin.com/jobs/view/customer-service-professional-met-technische-affiniteit-at-velux-4465054190,klantenservice medewerker
Verano®,verano.nl,geraden en bevestigd,Commercieel medewerker binnendienst export,2026-06-27,Best,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-binnendienst-export-at-verano-b-v-4434223397,orderverwerking medewerker
Verathon,verathon.com,geraden en bevestigd,Customer Service Specialist,2026-08-31,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-specialist-at-verathon-4460070748,klantenservice medewerker
Verisure,verisure.nl,geraden en bevestigd,Klantenservice medewerker Inbound,2026-09-17,Amsterdam,3,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-inbound-at-verisure-4466254242,klantenservice medewerker
Vermaat,linkedin.com,geraden en bevestigd,Horecamedewerker Antoni van Leeuwenhoek,2026-08-26,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/horecamedewerker-antoni-van-leeuwenhoek-at-vermaat-4461442279,webcare medewerker
VERO MODA,veromoda.com,geraden en bevestigd,Verkoopmedewerker VERO MODA Zwolle,2026-06-17,Zwolle,2,nee,https://nl.linkedin.com/jobs/view/verkoopmedewerker-vero-moda-zwolle-at-vero-moda-4429939849,support medewerker webshop
versAlert B.V.,versalert.nl,geraden en bevestigd,Klantsupport medewerker,2026-09-10,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/klantsupport-medewerker-at-versalert-b-v-4463455293,klantenservice medewerker
Verzuimdata,verzuimdata.nl,geraden en bevestigd,Medewerker Service &amp; Support,2026-09-14,Ridderkerk,1,nee,https://nl.linkedin.com/jobs/view/medewerker-service-support-at-verzuimdata-b-v-4440557380,webcare medewerker
Veynex Embedded Software,veynex.com,geraden en bevestigd,ICT Support Medewerker,2026-07-03,Maastricht,3,nee,https://nl.linkedin.com/jobs/view/ict-support-medewerker-at-veynex-embedded-software-4446509258,webcare medewerker
Viamanta,viamanta.com,geraden en bevestigd,Partner Success Specialist (m/f/x),2026-06-02,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/partner-success-specialist-m-f-x-at-viamanta-4423923357,customer happiness
ViewSonic,viewsonic.com,geraden en bevestigd,Customer Success Coordinator German,2026-09-04,Weesp,1,nee,https://nl.linkedin.com/jobs/view/customer-success-coordinator-german-at-viewsonic-4461974451,customer happiness
Viking Europe,viking-europe.com,geraden en bevestigd,Local Commercial Web Manager NLD,2026-09-16,Venlo,1,nee,https://nl.linkedin.com/jobs/view/local-commercial-web-manager-nld-at-viking-europe-4468262157,webcare medewerker
Viking Nederland,viking.nl,geraden en bevestigd,Local Commercial Web Manager NLD,2026-09-16,Venlo,1,nee,https://nl.linkedin.com/jobs/view/local-commercial-web-manager-nld-at-viking-nederland-4468261625,webcare medewerker
VIKTOR,viktor.com,geraden en bevestigd,Customer Success Manager,2026-09-15,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-viktor-4467494832,customer happiness
VILA,vila.nl,geraden en bevestigd,Verkoopmedewerker fulltime VILA Rotterdam Alexandrium (New Store),2026-08-13,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/verkoopmedewerker-fulltime-vila-rotterdam-alexandrium-new-store-at-vila-4453674488,support medewerker webshop
Vintage.com,vintage.com,geraden en bevestigd,French Customer Experience Agent,2026-09-15,Duiven,7,nee,https://nl.linkedin.com/jobs/view/french-customer-experience-agent-at-vintage-com-4464134036,klantenservice medewerker
Vinted,vinted.nl,geraden en bevestigd,"Partner Success Coordinator (Dutch Speaking), VintedGo Member Support",2026-09-21,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/partner-success-coordinator-dutch-speaking-vintedgo-member-support-at-vinted-4461082335,support medewerker webshop
VINVIN Wines,vinvinwines.nl,geraden en bevestigd,Commercieel medewerker binnendienst,2026-09-17,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-binnendienst-at-vinvin-wines-4468693688,orderverwerking medewerker
Vion Food Group,vionfoodgroup.com,geraden en bevestigd,Medewerker Backoffice Verkoop,2026-09-22,Enschede,1,nee,https://nl.linkedin.com/jobs/view/medewerker-backoffice-verkoop-at-vion-food-group-4463509690,orderverwerking medewerker
