bedrijf,domein,domein_bron,functie,datum,plaats,aantal_vacatures,al_in_pool,vacature_url,zoekterm
Gilde-BT,,domein niet gevonden,ONLINE MARKETEER,2026-09-08,Venlo,1,nee,https://nl.linkedin.com/jobs/view/online-marketeer-at-gilde-bt-4464446931,webcare medewerker
"GXO Logistics, Inc.",,domein niet gevonden,Customer Service Representative,2026-09-03,Amsterdam Area,2,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-gxo-logistics-inc-4460475892,klantenservice medewerker
Hans Boodt Mannequins,,domein niet gevonden,Customer Support Employee,2026-09-16,Zwijndrecht,1,nee,https://nl.linkedin.com/jobs/view/customer-support-employee-at-hans-boodt-mannequins-4465926563,klantenservice medewerker
Harnham,,domein niet gevonden,Customer success manager - retail experience required,2026-08-27,Randstad,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-retail-experience-required-at-harnham-4416264605,customer happiness
HCI - Health Cloud Initiative,,domein niet gevonden,Customer Service Medewerker,2026-09-09,Haarlem,2,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-health-cloud-initiative-4463836184,klantenservice medewerker
Heras Mobile Fencing & Security,,domein niet gevonden,Content Performance Specialist,2026-09-16,Best,1,nee,https://nl.linkedin.com/jobs/view/content-performance-specialist-at-heras-mobile-fencing-security-4467979817,webcare medewerker
Holland & Barrett Benelux,,domein niet gevonden,Customer Service Advisor,2026-08-05,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-advisor-at-holland-barrett-benelux-4449659814,klantenservice medewerker
Homefashion Group B.V.,,domein niet gevonden,E commerce Specialist - Merchandising &amp; Content,2026-08-18,Geertruidenberg,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-specialist-merchandising-content-at-homefashion-group-b-v-4454176840,webcare medewerker
Hotel-Congrescentrum De Zeeuwse Stromen,,domein niet gevonden,Medewerker bediening,2026-01-16,Zierikzee,1,nee,https://nl.linkedin.com/jobs/view/medewerker-bediening-at-hotel-congrescentrum-de-zeeuwse-stromen-4362985125,webcare medewerker
i-Aspect B.V.,,domein niet gevonden,SEO- en contentspecialist,2026-08-26,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/seo-en-contentspecialist-at-i-aspect-b-v-4457277027,webcare medewerker
ilionx healthcare,,domein niet gevonden,Customer Succes Manager,2026-08-10,'s-Hertogenbosch,1,nee,https://nl.linkedin.com/jobs/view/customer-succes-manager-at-ilionx-healthcare-4451844098,customer happiness
Infra Light Engineering,,domein niet gevonden,Medewerker Klantenservice,2026-07-31,Hoofddorp,1,nee,https://nl.linkedin.com/jobs/view/medewerker-klantenservice-at-infra-light-engineering-4447141253,klantenservice medewerker
Inspired Thinking Group (ITG),,domein niet gevonden,ICT-servicedeskmedewerker,2026-09-02,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/ict-servicedeskmedewerker-at-inspired-thinking-group-itg-4452465029,webcare medewerker
Insulet Corporation,,domein niet gevonden,Associate Marketing Specialist BLX,2026-09-01,"Overijssel, Nederland",1,nee,https://nl.linkedin.com/jobs/view/associate-marketing-specialist-blx-at-insulet-corporation-4460615289,webcare medewerker
Interu - built by iov42,,domein niet gevonden,Customer Success Manager - Dutch Speaker,2026-09-04,Amsterdam Area,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-dutch-speaker-at-interu-built-by-iov42-4463348829,customer happiness
iO,,domein niet gevonden,Webredacteur (Rijks)overheid,2026-09-21,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/webredacteur-rijks-overheid-at-io-4294348340,webcare medewerker
itsme.,,domein niet gevonden,Marketingmedewerker,2026-08-28,Raamsdonksveer,1,nee,https://nl.linkedin.com/jobs/view/marketingmedewerker-at-itsme-4458948299,webcare medewerker
Jaarverslag.org,,domein niet gevonden,Medewerker klantgeluk,2026-09-22,Apeldoorn,2,nee,https://nl.linkedin.com/jobs/view/medewerker-klantgeluk-at-jaarverslag-org-4470282794,webcare medewerker
Jac Hensen,,domein niet gevonden,E-commerce &amp; Online-Marketing Specialist,2026-09-21,Amersfoort,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-online-marketing-specialist-at-jac-hensen-4469885136,webcare medewerker
Jellema Automatiseringsservice B.V.,,domein niet gevonden,Support Medewerker (met doorgroeimogelijkheid),2026-08-01,Nieuwleusen,1,nee,https://nl.linkedin.com/jobs/view/support-medewerker-met-doorgroeimogelijkheid-at-jellema-automatiseringsservice-b-v-4447824701,webcare medewerker
JP Gray,,domein niet gevonden,Customer Service Representative,2026-09-15,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-jp-gray-4466501649,klantenservice medewerker
JP.cars,,domein niet gevonden,Customer Success Manager Benelux,2026-09-14,Randstad,2,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-benelux-at-jp-cars-4455180949,customer happiness
Jumbo Supermarkten,,domein niet gevonden,Frontend Developer,2026-09-05,Veghel,1,nee,https://nl.linkedin.com/jobs/view/frontend-developer-at-jumbo-supermarkten-4426952648,webcare medewerker
Kivits Drunen,,domein niet gevonden,Customer Service Medewerker,2026-09-02,Waalwijk,1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-kivits-drunen-4443319622,klantenservice medewerker
KnappeKoppen.work,,domein niet gevonden,Customer Success Manager Automotive,2026-09-15,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-automotive-at-knappekoppen-work-4467740959,customer happiness
Laminaat en Parket Almere,,domein niet gevonden,E-commerce Specialist,2026-08-31,Den Haag,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-specialist-at-laminaat-en-parket-almere-4460019168,webcare medewerker
Leonardo Hotels Benelux,,domein niet gevonden,GUEST RELATIONS OFFICER,2026-09-03,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/guest-relations-officer-at-leonardo-hotels-benelux-4444444477,customer happiness
LessonUp,,domein niet gevonden,Customer Success Manager,2026-09-07,Den Haag,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-lessonup-4464092647,customer happiness
Lightspeed Commerce,,domein niet gevonden,Key Account Manager (Amsterdam),2026-09-11,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/key-account-manager-amsterdam-at-lightspeed-commerce-4426882090,customer happiness
LMW,,domein niet gevonden,Medewerker Support,2026-07-10,Breukelen,1,nee,https://nl.linkedin.com/jobs/view/medewerker-support-at-lmw-4439020724,klantenservice medewerker
Louis Vuitton,,domein niet gevonden,CLIENT ADVISOR - AMSTERDAM,2026-09-05,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/client-advisor-amsterdam-at-louis-vuitton-4454866431,customer happiness
MiniMed,,domein niet gevonden,Patient Services Representative (Dutch and English),2026-09-04,Heerlen,1,nee,https://nl.linkedin.com/jobs/view/patient-services-representative-dutch-and-english-at-minimed-4462800776,klantenservice medewerker
Mistral,,domein niet gevonden,"Customer Success, EMEA",2026-09-21,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-emea-at-mistral-4469896754,customer happiness
N-able,,domein niet gevonden,Customer Success Manager - French Speaking,2026-09-18,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-french-speaking-at-n-able-4448073751,customer happiness
New Flag GmbH,,domein niet gevonden,Junior E-Commerce Manager,2026-09-01,Haarlem,1,nee,https://nl.linkedin.com/jobs/view/junior-e-commerce-manager-at-new-flag-gmbh-4460363795,webcare medewerker
NRF (Nederlandse Radiateuren Fabriek),,domein niet gevonden,Customer Service Representative,2026-09-17,Mill,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-nrf-nederlandse-radiateuren-fabriek-4467190041,klantenservice medewerker
Oakwell Hampton Group,,domein niet gevonden,Client Success Manager,2026-09-10,Amsterdam Area,1,nee,https://nl.linkedin.com/jobs/view/client-success-manager-at-oakwell-hampton-group-4465805104,customer happiness
Open (YC W24),,domein niet gevonden,CSM (Customer Success Manager),2026-06-14,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/csm-customer-success-manager-at-open-yc-w24-4428634335,customer happiness
Openclaims,,domein niet gevonden,Customer Success &amp; Growth Manager – Dealers &amp; Schadeherstellers,2026-07-29,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-growth-manager-%E2%80%93-dealers-schadeherstellers-at-openclaims-4446814064,customer happiness
Otolift Academy,,domein niet gevonden,Klantenservice medewerker,2026-09-21,Bergambacht,1,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-at-otolift-academy-4469877371,klantenservice medewerker
Pageking® - Full Swing Digital Agency,,domein niet gevonden,Front-End Developer (Junior/Starter),2025-09-02,Breda,1,nee,https://nl.linkedin.com/jobs/view/front-end-developer-junior-starter-at-pageking%C2%AE-full-swing-digital-agency-4306048978,webcare medewerker
Parfumerie Douglas Nederland,,domein niet gevonden,Specialist Online Product Data,2026-08-26,Nijmegen,2,nee,https://nl.linkedin.com/jobs/view/specialist-online-product-data-at-parfumerie-douglas-nederland-4457222323,webcare medewerker
PinDirect by Cyber & Mason,,domein niet gevonden,Medewerker Customer Support,2026-09-14,Amersfoort,1,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-support-at-pindirect-by-cyber-mason-4467070749,klantenservice medewerker
PLUS Retail,,domein niet gevonden,Medewerker Winkel Helpdesk,2026-09-04,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/medewerker-winkel-helpdesk-at-plus-retail-4340155657,klantenservice medewerker
Postex DACH,,domein niet gevonden,Customer Success &amp; Support Consultant (40 uur),2026-07-28,Gouda,1,nee,https://nl.linkedin.com/jobs/view/customer-success-support-consultant-40-uur-at-postex-dach-4446002322,customer happiness
Progressive,,domein niet gevonden,IT Servicedesk Medewerker | Zorg | Woerden,2026-08-24,Woerden,1,nee,https://nl.linkedin.com/jobs/view/it-servicedesk-medewerker-zorg-woerden-at-progressive-4453117246,webcare medewerker
Prénatal,,domein niet gevonden,SEO-specialist,2026-09-22,Amersfoort,1,nee,https://nl.linkedin.com/jobs/view/seo-specialist-at-prenatal-moeder-en-kind-b-v-4468548197,webcare medewerker
Publitas.com,,domein niet gevonden,Senior Customer Success Manager ( SaaS / Remote / Dutch),2026-09-08,Nederland,1,nee,https://nl.linkedin.com/jobs/view/senior-customer-success-manager-saas-remote-dutch-at-publitas-com-4458166743,customer happiness
Rail-Flow,,domein niet gevonden,Senior Customer Success Manager - SaaS (m/f/x),2026-06-12,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/senior-customer-success-manager-saas-m-f-x-at-rail-flow-4425317073,customer happiness
RIMOWA,,domein niet gevonden,Client Advisor - AMSTERDAM DE BIJENKORF (m/f/d),2026-09-17,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/client-advisor-amsterdam-de-bijenkorf-m-f-d-at-rimowa-4449018386,customer happiness
Rituals (B Corp™),,domein niet gevonden,Customer Relations and Sales Ambassador German – CHO EDGE Amsterdam | 32-40h,2026-09-15,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/customer-relations-and-sales-ambassador-german-%E2%80%93-cho-edge-amsterdam-32-40h-at-rituals-b-corp%E2%84%A2-4458257606,customer happiness
Robin Radar Systems,,domein niet gevonden,Customer Success Manager - AVIAN,2026-09-17,Delft,2,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-avian-at-robin-radar-systems-4449473745,customer happiness
Runnr.ai,,domein niet gevonden,Customer Success Manager,2026-09-22,"Utrecht, Nederland",1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-runnr-ai-4470299624,customer happiness
RX Group,,domein niet gevonden,CUSTOMER SUCCESS COORDINATOR GEZOCHT,2026-08-27,Gemert,1,nee,https://nl.linkedin.com/jobs/view/customer-success-coordinator-gezocht-at-rx-group-4459696607,customer happiness
S4D,,domein niet gevonden,Customer Success Manager (Nederlands),2026-06-30,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-nederlands-at-s4d-4434986304,customer happiness
Service Best International B.V.,,domein niet gevonden,Medewerker Customer Relations (32 tot 40 uur),2026-09-07,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-relations-32-tot-40-uur-at-service-best-international-b-v-4464306303,customer happiness
SoftwareOne,,domein niet gevonden,Customer Success Manager,2026-09-21,Amsterdam,4,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-softwareone-4468775473,customer happiness
"Solera Holdings, LLC.",,domein niet gevonden,Junior Customer Success Representative,2026-08-02,Den Haag,1,nee,https://nl.linkedin.com/jobs/view/junior-customer-success-representative-at-solera-holdings-llc-4402372368,customer happiness
SomnoMed France,,domein niet gevonden,Customer service Medewerker (Dutch fluent),2026-01-08,Arnhem,1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-dutch-fluent-at-somnomed-france-4330913083,klantenservice medewerker
Tandem Health,,domein niet gevonden,Customer Success Specialist - Netherlands,2026-09-04,Leiden,2,nee,https://nl.linkedin.com/jobs/view/customer-success-specialist-netherlands-at-tandem-health-4461749093,customer happiness
TCC smart IT solutions,,domein niet gevonden,Customer Success Manager,2026-02-26,Tilburg,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-tcc-smart-it-solutions-4375282443,customer happiness
Telco Accessories Group,,domein niet gevonden,Klantenservicemedewerker,2026-09-21,Houten,2,nee,https://nl.linkedin.com/jobs/view/klantenservicemedewerker-at-telco-accessories-group-4467395413,klantenservice medewerker
The Lemon Consulting,,domein niet gevonden,Klantenservicemedewerker,2026-08-19,Rotterdam,8,nee,https://nl.linkedin.com/jobs/view/klantenservicemedewerker-at-the-lemon-consulting-4455401717,klantenservice medewerker
The Rent Company,,domein niet gevonden,Medewerker Klantenservice,2026-09-03,'s-Hertogenbosch,1,nee,https://nl.linkedin.com/jobs/view/medewerker-klantenservice-at-the-rent-company-4460421208,klantenservice medewerker
Thuiszorg West-Brabant (TWB),,domein niet gevonden,Collega in de Thuiszorg regio Breda,2026-07-07,Breda,1,nee,https://nl.linkedin.com/jobs/view/collega-in-de-thuiszorg-regio-breda-at-twb-thuiszorg-west-brabant-4437741891,webcare medewerker
Trengo - Smart Customer Engagement Platform,,domein niet gevonden,Customer Success Manager - Dutch speaking,2026-08-28,Randstad,3,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-dutch-speaking-at-trengo-4455875519,customer happiness
Trustpilot,,domein niet gevonden,Enterprise Customer Success Manager - Benelux,2026-09-21,Amsterdam,3,nee,https://nl.linkedin.com/jobs/view/enterprise-customer-success-manager-benelux-at-trustpilot-4413949306,customer happiness
Trustpilot Italia,,domein niet gevonden,Enterprise Customer Success Manager - Benelux,2026-08-06,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/enterprise-customer-success-manager-benelux-at-trustpilot-italia-4450014111,customer happiness
Unica ICT,,domein niet gevonden,Customer Succes Specialist,2026-01-22,Eindhoven,2,nee,https://nl.linkedin.com/jobs/view/customer-succes-specialist-at-unica-ict-4364820615,customer happiness
Vaeshartelt.rc,,domein niet gevonden,Allround Medewerker Bediening,2026-06-18,Maastricht,1,nee,https://nl.linkedin.com/jobs/view/allround-medewerker-bediening-at-vaeshartelt-rc-4427819813,webcare medewerker
Van den Udenhout Groep,,domein niet gevonden,Medewerker Klantenservice | 's-Hertogenbosch,2026-09-08,'s-Hertogenbosch,1,nee,https://nl.linkedin.com/jobs/view/medewerker-klantenservice-s-hertogenbosch-at-van-den-udenhout-groep-4464610992,klantenservice medewerker
Van der Valk Hotel Den Haag - Wassenaar,,domein niet gevonden,Allround medewerker bediening – inclusief betaalde BBL-opleiding!,2026-08-14,Wassenaar,1,nee,https://nl.linkedin.com/jobs/view/allround-medewerker-bediening-%E2%80%93-inclusief-betaalde-bbl-opleiding%21-at-van-der-valk-hotel-den-haag-wassenaar-4454502096,webcare medewerker
Van der Valk Hotel Middelburg,,domein niet gevonden,Medewerker bediening parttime/ fulltime,2026-08-09,Middelburg,2,nee,https://nl.linkedin.com/jobs/view/medewerker-bediening-parttime-fulltime-at-van-der-valk-hotel-middelburg-4462809342,webcare medewerker
Van Vulpen,,domein niet gevonden,Junior Servicedesk Medewerker IT,2026-09-04,Gorinchem,1,nee,https://nl.linkedin.com/jobs/view/junior-servicedesk-medewerker-it-at-van-vulpen-4461985459,webcare medewerker
vb&t Vastgoed en Huisvesting,,domein niet gevonden,Medewerker Klantenservice Vastgoed,2026-09-02,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/medewerker-klantenservice-vastgoed-at-vb-t-vastgoed-en-huisvesting-4462410073,klantenservice medewerker
VCSW - Specialist in sociale zekerheid,,domein niet gevonden,Customer Excellence medewerker,2026-09-06,Den Haag,1,nee,https://nl.linkedin.com/jobs/view/customer-excellence-medewerker-at-vcsw-4444413436,klantenservice medewerker
VDL GL Precision B.V.,,domein niet gevonden,Allround Medewerker Cleaning Center,2026-09-01,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/allround-medewerker-cleaning-center-at-vdl-gl-precision-b-v-4442740995,webcare medewerker
Veneta.com,,domein niet gevonden,Tracking &amp; Measurement Specialist,2026-09-09,Zwolle,1,nee,https://nl.linkedin.com/jobs/view/tracking-measurement-specialist-at-veneta-com-4454745710,webcare medewerker
Volkswagen Pon Financial Services,,domein niet gevonden,Klantadviseur Lease,2026-09-04,Amersfoort,1,nee,https://nl.linkedin.com/jobs/view/klantadviseur-lease-at-volkswagen-pon-financial-services-4463307063,customer happiness
Wannet Sports Insurance,,domein niet gevonden,Marketing Specialist,2026-06-29,Arnhem,1,nee,https://nl.linkedin.com/jobs/view/marketing-specialist-at-wannet-sports-insurance-4433647808,webcare medewerker
Wellis Health,,domein niet gevonden,Website &amp; SEO Marketeer,2026-09-04,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/website-seo-marketeer-at-wellis-health-4463377250,webcare medewerker
Werkenbij,,domein niet gevonden,Medewerker Backoffice,2026-09-16,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/medewerker-backoffice-at-working%40-4467947164,webcare medewerker
WestCord Strandhotel Seeduyn,,domein niet gevonden,Medewerker Algemene Schoonmaak,2026-05-01,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/medewerker-algemene-schoonmaak-at-westcord-strandhotel-seeduyn-4415283850,webcare medewerker
Whiskybase,,domein niet gevonden,Content Producer,2026-09-17,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/content-producer-at-whiskybase-4467206587,webcare medewerker
Wolf Steel Ltd,,domein niet gevonden,Technical Support Associate,2026-06-11,Tiel,1,nee,https://nl.linkedin.com/jobs/view/technical-support-associate-at-wolf-steel-ltd-4424830485,webcare medewerker
Wolters Kluwer,,domein niet gevonden,Customer Success Specialist (Dutch speaking),2026-09-11,Hoevelaken,1,nee,https://nl.linkedin.com/jobs/view/customer-success-specialist-dutch-speaking-at-wolters-kluwer-4426643798,customer happiness
Workspace 365,,domein niet gevonden,Senior Customer Success Manager,2026-08-27,Nijkerk,2,nee,https://nl.linkedin.com/jobs/view/senior-customer-success-manager-at-workspace-365-4459690374,customer happiness
Youvia,,domein niet gevonden,Website &amp; Service Specialist,2026-07-17,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/website-service-specialist-at-youvia-4451630881,webcare medewerker
Yusen Logistics,,domein niet gevonden,Customer Service Employee,2026-09-18,Moerdijk,1,nee,https://nl.linkedin.com/jobs/view/customer-service-employee-at-yusen-logistics-4412798148,klantenservice medewerker
ZINN (Zorgorganisatie in Noord Nederland),,domein niet gevonden,Medewerker Servicedesk ICT,2026-09-04,Haren,1,nee,https://nl.linkedin.com/jobs/view/medewerker-servicedesk-ict-at-zinn-zorgorganisatie-in-noord-nederland-4461947640,webcare medewerker
