bedrijf,domein,domein_bron,functie,is_cs,datum,plaats,aantal_vacatures,al_in_pool,vacature_url,zoekterm
ennovationHUB,,domein niet gevonden,Senior Google Ads Specialist | International E-commerce | Remote ASAP,,2026-09-18,Nederland,1,nee,https://nl.linkedin.com/jobs/view/senior-google-ads-specialist-international-e-commerce-remote-asap-at-ennovationhub-4469156300,e-commerce medewerker
Enterprise - Rent A Car Belgium,,domein niet gevonden,Medewerker Klantendienst - Customer service officer,ja,2026-09-21,"Tongeren, Vlaanderen, België",7,nee,https://be.linkedin.com/jobs/view/medewerker-klantendienst-customer-service-officer-at-enterprise-rent-a-car-belgium-4469925305,klantenservice medewerker
Enwyse,,domein niet gevonden,Customer Service Support Specialist,ja,2026-08-13,"Herentals, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-service-support-specialist-at-enwyse-4453673323,klantenservice medewerker
EPS - Euro Pool System,,domein niet gevonden,Customer Service Assistant,,2026-09-09,"Sint-Katelijne-Waver, Vlaanderen, België",2,nee,https://be.linkedin.com/jobs/view/customer-service-assistant-at-eps-euro-pool-system-4465025873,klantenservice medewerker
EssilorLuxottica,,domein niet gevonden,Optician - Customer Service Executive,,2026-09-05,Zevenaar,1,nee,https://nl.linkedin.com/jobs/view/optician-customer-service-executive-at-essilorluxottica-4294584765,customer service
Everest,,domein niet gevonden,"Growth Lead, Cozy Heaven",,2026-09-15,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/growth-lead-cozy-heaven-at-everest-4467713906,online marketeer webshop
Everflow - Partner Marketing Platform,,domein niet gevonden,"Customer Success Manager, Support - EU",ja,2026-09-09,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-support-eu-at-everflow-partner-marketing-platform-4465016580,customer happiness
Everyware - Expert recrutement tech,,domein niet gevonden,Responsable contenu marketing,,2026-09-15,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/responsable-contenu-marketing-at-everyware-expert-recrutement-tech-4467739239,content specialist webshop
Evoke,,domein niet gevonden,Customer Service Specialist,ja,2026-09-18,Geleen,2,nee,https://nl.linkedin.com/jobs/view/customer-service-specialist-at-evoke-4467898800,orderverwerking medewerker
Figo Pet Nederland,,domein niet gevonden,Conseiller(ère) clientèle,,2026-09-16,Amsterdam Area,1,nee,https://nl.linkedin.com/jobs/view/conseiller-%C3%A8re-client%C3%A8le-at-figo-pet-nederland-4466866292,klantadviseur
Fleetport.nl,,domein niet gevonden,Klantenservice medewerker (Pooldesk),ja,2026-07-30,Bleiswijk,1,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-pooldesk-at-fleetport-nl-4446464750,klantenservice medewerker
Flywheel Netherlands (part of Omnicom Media),,domein niet gevonden,Junior Retail Media Specialist,,2026-09-08,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/junior-retail-media-specialist-at-flywheel-netherlands-part-of-omnicom-media-4462289249,online marketeer webshop
FOOX Bergsma Franeker BV,,domein niet gevonden,Binnendienst Medewerker Webshop Foods &amp; Goods - (fulltime),,2026-09-17,Franeker,1,nee,https://nl.linkedin.com/jobs/view/binnendienst-medewerker-webshop-foods-goods-fulltime-at-foox-bergsma-franeker-bv-4468637112,webcare medewerker
Fortifi Food Processing Solutions,,domein niet gevonden,Customer Service Representative,ja,2026-09-18,Huizen,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-fortifi-food-processing-solutions-4466224666,klantenservice medewerker
Frankwatching Academy,,domein niet gevonden,Marketing &amp; Communicatie Medewerker (38 uur),,2026-09-10,Zeist,1,nee,https://nl.linkedin.com/jobs/view/marketing-communicatie-medewerker-38-uur-at-frankwatching-academy-4464523325,content specialist webshop
GAASCH PACKAGING,,domein niet gevonden,Klantenservicemedewerker,ja,2026-09-12,"Asse, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/klantenservicemedewerker-at-gaasch-packaging-4466721407,klantenservice medewerker
GAC Motor Europe,,domein niet gevonden,Digital Marketing &amp; Social Media Specialist,,2026-08-20,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/digital-marketing-social-media-specialist-at-gac-motor-europe-4455474595,webcare medewerker
Gall & Gall,,domein niet gevonden,Stage E-commerce Online,,2026-09-18,Zaandam,2,nee,https://nl.linkedin.com/jobs/view/stage-e-commerce-online-at-gall-gall-4466696593,webshop beheerder
Gilde-BT,,domein niet gevonden,ONLINE MARKETEER,,2026-09-08,Venlo,1,nee,https://nl.linkedin.com/jobs/view/online-marketeer-at-gilde-bt-4464446931,webcare medewerker
Giorgio Armani,,domein niet gevonden,Client Advisor,,2026-09-16,'s-Gravenhage,1,nee,https://nl.linkedin.com/jobs/view/client-advisor-at-giorgio-armani-4442722796,klantadviseur
Goudwisselkantoor,,domein niet gevonden,Copy- en contentspecialist,,2026-09-02,Klaaswaal,1,nee,https://nl.linkedin.com/jobs/view/copy-en-contentspecialist-at-goudwisselkantoor-4452475555,online marketeer webshop
Groupe TRAVELFACTORY,,domein niet gevonden,Customer Advisor NL &amp; EN,ja,2026-09-14,"Aartselaar, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-advisor-nl-en-at-groupe-travelfactory-4465205908,klantenservice medewerker
GS-Fulfilment,,domein niet gevonden,Magazijn Medewerker,,2026-07-17,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/magazijn-medewerker-at-gs-fulfilment-4441130297,logistiek medewerker webshop
GUILLIN ESPAÑA,,domein niet gevonden,SERVICEMEDEWERKER - GUILLIN NEDERLAND - BUNSCHOTEN (NETHERLANDS),ja,2026-07-22,Bunschoten,1,nee,https://nl.linkedin.com/jobs/view/servicemedewerker-guillin-nederland-bunschoten-netherlands-at-guillin-espa%C3%B1a-4444214677,orderverwerking medewerker
"GXO Logistics, Inc.",,domein niet gevonden,Customer Service Representative,ja,2026-09-03,Amsterdam Area,2,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-gxo-logistics-inc-4460475892,klantenservice medewerker
Hallmark CE,,domein niet gevonden,Marketing Lead Digital,,2026-09-09,Capelle aan den IJssel,1,nee,https://nl.linkedin.com/jobs/view/marketing-lead-digital-at-hallmark-ce-4418259909,online marketeer webshop
Hamulight | Outdoor Lighting,,domein niet gevonden,Medewerker operations &amp; commerciële binnendienst,,2026-09-08,Panningen,1,nee,https://nl.linkedin.com/jobs/view/medewerker-operations-commerci%C3%ABle-binnendienst-at-hamulight-outdoor-lighting-4464478338,orderverwerking medewerker
HANOS Internationale Horeca Groothandel,,domein niet gevonden,Medewerker Customer Service,ja,2026-09-01,"Willebroek, Vlaanderen, België",5,nee,https://be.linkedin.com/jobs/view/medewerker-customer-service-at-hanos-internationale-horeca-groothandel-4461746860,klantenservice medewerker
Hans Anders België - Hans Anders Belgique,,domein niet gevonden,Klantendienst Medewerker,ja,2026-09-07,"Hasselt, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/klantendienst-medewerker-at-hans-anders-belgi%C3%AB-hans-anders-belgique-4468544649,klantenservice medewerker
Hans Boodt Mannequins,,domein niet gevonden,Customer Support Employee,,2026-09-16,Zwijndrecht,1,nee,https://nl.linkedin.com/jobs/view/customer-support-employee-at-hans-boodt-mannequins-4465926563,klantenservice medewerker
Harnham,,domein niet gevonden,Customer success manager - retail experience required,ja,2026-08-27,Randstad,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-retail-experience-required-at-harnham-4416264605,customer happiness
HBM Machines B.V.,,domein niet gevonden,Domein Lead Product to Market (32 - 40 uur),,2026-09-03,Waddinxveen,1,nee,https://nl.linkedin.com/jobs/view/domein-lead-product-to-market-32-40-uur-at-hbm-machines-b-v-4461712718,webshop beheerder
HCI - Health Cloud Initiative,,domein niet gevonden,Customer Service Medewerker,ja,2026-09-09,Haarlem,2,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-health-cloud-initiative-4463836184,klantenservice medewerker
HEK - Hanseatische Krankenkasse,,domein niet gevonden,Kundenberater Krankenversicherung / Kundenservice am Standort Kiel (m/w/d),,2026-08-27,"Kiel, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/kundenberater-krankenversicherung-kundenservice-am-standort-kiel-m-w-d-at-hek-hanseatische-krankenkasse-4459876748,klantenservice medewerker
Hemelaer,,domein niet gevonden,Orderpicker (binnenland),,2026-08-07,Binnenland,1,nee,https://nl.linkedin.com/jobs/view/orderpicker-binnenland-at-hemelaer-4450301015,orderverwerking medewerker
Heras Mobile Fencing & Security,,domein niet gevonden,Content Performance Specialist,,2026-09-16,Best,1,nee,https://nl.linkedin.com/jobs/view/content-performance-specialist-at-heras-mobile-fencing-security-4467979817,webcare medewerker
Heuschen & Schrouff Oriental Food,,domein niet gevonden,(Junior) Commercieel Medewerker Binnendienst,,2026-06-15,Landgraaf,2,nee,https://nl.linkedin.com/jobs/view/junior-commercieel-medewerker-binnendienst-at-heuschen-schrouff-oriental-food-4430407283,orderverwerking medewerker
HG International,,domein niet gevonden,Digital Content &amp; E-commerce Intern,,2026-09-18,Almere,2,nee,https://nl.linkedin.com/jobs/view/digital-content-e-commerce-intern-at-hg-international-4469139315,content specialist webshop
Hisense Benelux,,domein niet gevonden,Account Manager Online Retail,,2026-08-28,Duiven,1,nee,https://nl.linkedin.com/jobs/view/account-manager-online-retail-at-hisense-benelux-4458072494,e-commerce medewerker
Holland & Barrett Benelux,,domein niet gevonden,Customer Service Advisor,ja,2026-08-05,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-advisor-at-holland-barrett-benelux-4449659814,klantenservice medewerker
Homefashion Group B.V.,,domein niet gevonden,Meewerkstage E-commerce bij Kwantum,,2026-09-15,Tilburg,3,nee,https://nl.linkedin.com/jobs/view/meewerkstage-e-commerce-bij-kwantum-at-homefashion-group-b-v-4466943892,webshop medewerker
Hotel-Congrescentrum De Zeeuwse Stromen,,domein niet gevonden,Medewerker bediening,,2026-01-16,Zierikzee,1,nee,https://nl.linkedin.com/jobs/view/medewerker-bediening-at-hotel-congrescentrum-de-zeeuwse-stromen-4362985125,webcare medewerker
Hunkemöller,,domein niet gevonden,Internship E-Commerce - Webshop Coordination,,2026-09-18,Hilversum,2,nee,https://nl.linkedin.com/jobs/view/internship-e-commerce-webshop-coordination-at-hunkem%C3%B6ller-4469132778,webshop beheerder
Husol Zonwering,,domein niet gevonden,Commercieel Medewerker Binnendienst,,2026-09-18,Genemuiden,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-binnendienst-at-husol-zonwering-4469150276,orderverwerking medewerker
Hyatt Regency,,domein niet gevonden,Front Office Host / Receptionist,,2026-09-01,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/front-office-host-receptionist-at-hyatt-regency-4461772155,customer service
i-Aspect B.V.,,domein niet gevonden,SEO- en contentspecialist,,2026-08-26,Utrecht,2,nee,https://nl.linkedin.com/jobs/view/seo-en-contentspecialist-at-i-aspect-b-v-4457277027,webcare medewerker
iBOOD.com,,domein niet gevonden,Specialist Retouren &amp; Garanties,,2026-06-02,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/specialist-retouren-garanties-at-ibood-com-4419282505,e-commerce medewerker
iHerb,,domein niet gevonden,Senior Vendor Manager,,2026-09-04,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/senior-vendor-manager-at-iherb-4443197194,webshop beheerder
IHG Hotels & Resorts,,domein niet gevonden,Front Office Agent,,2026-09-03,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/front-office-agent-at-ihg-hotels-resorts-4460743412,customer service
ilionx healthcare,,domein niet gevonden,Customer Succes Manager,ja,2026-08-10,'s-Hertogenbosch,1,nee,https://nl.linkedin.com/jobs/view/customer-succes-manager-at-ilionx-healthcare-4451844098,customer happiness
IMCD Benelux BV,,domein niet gevonden,Customer Service Representative,ja,2026-09-02,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-imcd-benelux-bv-4451501939,orderverwerking medewerker
Infra Light Engineering,,domein niet gevonden,Medewerker Klantenservice,ja,2026-07-31,Hoofddorp,1,nee,https://nl.linkedin.com/jobs/view/medewerker-klantenservice-at-infra-light-engineering-4447141253,klantenservice medewerker
Inspired Thinking Group (ITG),,domein niet gevonden,ICT-servicedeskmedewerker,ja,2026-09-02,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/ict-servicedeskmedewerker-at-inspired-thinking-group-itg-4452465029,webcare medewerker
Insulcon B.V. - Leader in High Temperature Solutions,,domein niet gevonden,Customer Service Medewerker | 32-40 uur,ja,2026-09-11,Rotterdam,2,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-32-40-uur-at-insulcon-b-v-leader-in-high-temperature-solutions-4466062577,orderverwerking medewerker
Insulet Corporation,,domein niet gevonden,Associate Marketing Specialist BLX,,2026-09-01,"Overijssel, Nederland",1,nee,https://nl.linkedin.com/jobs/view/associate-marketing-specialist-blx-at-insulet-corporation-4460615289,webcare medewerker
Interu - built by iov42,,domein niet gevonden,Customer Success Manager - Dutch Speaker,ja,2026-09-04,Amsterdam Area,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-dutch-speaker-at-interu-built-by-iov42-4463348829,customer happiness
iO,,domein niet gevonden,Senior Contentmanager,,2026-09-22,Amsterdam,3,nee,https://nl.linkedin.com/jobs/view/senior-contentmanager-at-io-4314163194,webshop beheerder
Isabel,,domein niet gevonden,Young Graduate : Customer Service Representative,ja,2026-09-14,"Brussel, Brussels Hoofdstedelijk Gewest, België",2,nee,https://be.linkedin.com/jobs/view/young-graduate-customer-service-representative-at-isabel-4455864540,klantenservice medewerker
itsme.,,domein niet gevonden,Commercieel medewerker,,2026-09-10,Rotterdam,3,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-at-itsme-4464534095,orderverwerking medewerker
IVO Rechtspraak,,domein niet gevonden,Medewerker KlantContact IT (Utrecht),ja,2026-09-15,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/medewerker-klantcontact-it-utrecht-at-ivo-rechtspraak-4466197404,support medewerker webshop
Jaarverslag.org,,domein niet gevonden,Medewerker klantgeluk,ja,2026-09-22,Apeldoorn,2,nee,https://nl.linkedin.com/jobs/view/medewerker-klantgeluk-at-jaarverslag-org-4470282794,webcare medewerker
Jac Hensen,,domein niet gevonden,E-commerce &amp; Online-Marketing Specialist,,2026-09-21,Amersfoort,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-online-marketing-specialist-at-jac-hensen-4469885136,webcare medewerker
Jellema Automatiseringsservice B.V.,,domein niet gevonden,Support Medewerker (met doorgroeimogelijkheid),ja,2026-08-01,Nieuwleusen,1,nee,https://nl.linkedin.com/jobs/view/support-medewerker-met-doorgroeimogelijkheid-at-jellema-automatiseringsservice-b-v-4447824701,webcare medewerker
JOG Group,,domein niet gevonden,SEO/GEO Specialist,,2026-09-11,Alblasserdam,1,nee,https://nl.linkedin.com/jobs/view/seo-geo-specialist-at-jog-group-4463963185,content specialist webshop
JP Gray,,domein niet gevonden,Customer Service Representative,ja,2026-09-15,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-jp-gray-4466501649,klantenservice medewerker
JP.cars,,domein niet gevonden,Customer Success Manager Benelux,ja,2026-09-14,Randstad,2,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-benelux-at-jp-cars-4455180949,customer happiness
Jumbo Supermarkten,,domein niet gevonden,Medewerker Service,ja,2026-09-21,Amersfoort,133,nee,https://nl.linkedin.com/jobs/view/medewerker-service-at-jumbo-supermarkten-4061339675,support medewerker webshop
Just Brands - Fashion & Retail,,domein niet gevonden,ECOMMERCE PRODUCT LAUNCH SPECIALIST,,2026-09-05,Lijnden,1,nee,https://nl.linkedin.com/jobs/view/ecommerce-product-launch-specialist-at-just-brands-fashion-retail-4444710321,e-commerce medewerker
Kamer van Koophandel,,domein niet gevonden,Senior online contentspecialist,,2026-09-21,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/senior-online-contentspecialist-at-kamer-van-koophandel-4469876001,content specialist webshop
Kamera Express,,domein niet gevonden,Content Specialist Tweedehands,,2026-09-07,Capelle aan den IJssel,2,nee,https://nl.linkedin.com/jobs/view/content-specialist-tweedehands-at-kamera-express-4462941649,e-commerce medewerker
Kao EMEA & Americas,,domein niet gevonden,E-Commerce Intern,,2026-09-15,Amersfoort,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-intern-at-kao-emea-americas-4458523793,webshop beheerder
Karakter Traprenovaties en Interieurbouw,,domein niet gevonden,Verkoopadviseur Traprenovaties,,2026-06-29,Helmond,1,nee,https://nl.linkedin.com/jobs/view/verkoopadviseur-traprenovaties-at-karakter-traprenovaties-en-interieurbouw-4434499272,klantadviseur
Katoen Natie,,domein niet gevonden,Customer Service Representative – logistiek (M/V),ja,2026-09-12,"Gent, Vlaanderen, België",3,nee,https://be.linkedin.com/jobs/view/customer-service-representative-%E2%80%93-logistiek-m-v-at-katoen-natie-4309610443,klantenservice medewerker
KB nationale bibliotheek,,domein niet gevonden,Functioneel Beheerder Website as a Service,,2026-09-11,Den Haag,1,nee,https://nl.linkedin.com/jobs/view/functioneel-beheerder-website-as-a-service-at-kb-nationale-bibliotheek-4464888947,webshop beheerder
Kebony,,domein niet gevonden,Customer Service Officer,,2026-09-08,"Antwerpen, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-service-officer-at-kebony-4462501095,klantenservice medewerker
keukenvakhandel H. Stikker BV (Reddy keukens Alkmaar),,domein niet gevonden,Senior verkoopadviseur,,2026-09-03,Alkmaar,1,nee,,klantadviseur
Keytrade Bank,,domein niet gevonden,Customer Support Officer,,2026-09-08,"Watermaal-Bosvoorde, Brussels Hoofdstedelijk Gewest, België",1,nee,https://be.linkedin.com/jobs/view/customer-support-officer-at-keytrade-bank-4464479057,klantenservice medewerker
Kimman - Jaguar & Land Rover Dealer,,domein niet gevonden,Service Adviseur / Hospitality Specialist,ja,2026-09-17,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/service-adviseur-hospitality-specialist-at-kimman-4466294565,klantadviseur
Kivits Drunen,,domein niet gevonden,Customer Service Medewerker,ja,2026-09-02,Waalwijk,1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-kivits-drunen-4443319622,klantenservice medewerker
KnappeKoppen.work,,domein niet gevonden,Customer Success Manager Automotive,ja,2026-09-15,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-automotive-at-knappekoppen-work-4467740959,customer happiness
Koninklijke Rotra Groep,,domein niet gevonden,Content Marketeer,,2026-09-18,Doesburg,1,nee,https://nl.linkedin.com/jobs/view/content-marketeer-at-koninklijke-rotra-groep-4469134377,content specialist webshop
Kroon-Oil,,domein niet gevonden,Export Medewerker Binnendienst,,2026-08-31,Almelo,1,nee,https://nl.linkedin.com/jobs/view/export-medewerker-binnendienst-at-kroon-oil-4461082328,orderverwerking medewerker
Kruidvat,,domein niet gevonden,Logistiek Medewerker,,2026-09-16,Ede,1,nee,https://nl.linkedin.com/jobs/view/logistiek-medewerker-at-kruidvat-4110541057,logistiek medewerker webshop
Kuehne+Nagel,,domein niet gevonden,Customer Care Specialist Air Logistics,ja,2026-09-17,Schiphol-Rijk,2,nee,https://nl.linkedin.com/jobs/view/customer-care-specialist-air-logistics-at-kuehne%2Bnagel-4440859377,klantadviseur
KYOCERA Fastening Solutions France,,domein niet gevonden,Internal Sales Consultant,,2026-09-10,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/internal-sales-consultant-at-kyocera-fastening-solutions-france-4464588676,klantadviseur
L. ten Cate BV,,domein niet gevonden,Customer Service Medewerker,ja,2026-09-11,Enschede en omgeving,1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-l-ten-cate-bv-4466347431,e-commerce medewerker
Laminaat en Parket Almere,,domein niet gevonden,E-commerce Specialist,,2026-08-31,Den Haag,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-specialist-at-laminaat-en-parket-almere-4460019168,webcare medewerker
Leolux Furniture Group,,domein niet gevonden,Online marketeer,,2026-09-10,Venlo,1,nee,https://nl.linkedin.com/jobs/view/online-marketeer-at-leolux-furniture-group-4465653313,online marketeer webshop
Leonardo Hotels Benelux,,domein niet gevonden,GUEST RELATIONS OFFICER,,2026-09-03,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/guest-relations-officer-at-leonardo-hotels-benelux-4444444477,customer happiness
LessonUp,,domein niet gevonden,Customer Success Manager,ja,2026-09-07,Den Haag,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-lessonup-4464092647,customer happiness
Lexrent B.V.,,domein niet gevonden,Verkoop Binnendienst,,2026-09-11,Westpoort,1,nee,https://nl.linkedin.com/jobs/view/verkoop-binnendienst-at-lexrent-b-v-4439208596,klantadviseur
LHS by Spot Group,,domein niet gevonden,CONTENT MARKETEER,,2026-09-12,Volendam,1,nee,https://nl.linkedin.com/jobs/view/content-marketeer-at-lhs-global-4464280141,content specialist webshop
Life Fitness / Hammer Strength,,domein niet gevonden,Order Fulfillment Coordinator,ja,2026-09-17,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/order-fulfillment-coordinator-at-life-fitness-hammer-strength-4468624603,orderverwerking medewerker
Lightspeed Commerce,,domein niet gevonden,Dutch speaking Support Specialist,ja,2026-09-17,Nederland,4,nee,https://nl.linkedin.com/jobs/view/dutch-speaking-support-specialist-at-lightspeed-commerce-4466286264,support medewerker webshop
Lineage,,domein niet gevonden,Customer Service Representative,ja,2026-08-26,Nieuwdorp,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-lineage-4457945575,customer service
LKQ Belgium,,domein niet gevonden,Customer Support Medewerker,ja,2026-09-15,"Vilvoorde, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-support-medewerker-at-lkq-belgium-4467753195,klantenservice medewerker
LKQ Netherlands,,domein niet gevonden,Medewerker Customer Support,ja,2026-09-20,Nieuwegein,3,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-support-at-lkq-netherlands-4442138428,klantadviseur
LMW,,domein niet gevonden,Medewerker Support,ja,2026-07-10,Breukelen,1,nee,https://nl.linkedin.com/jobs/view/medewerker-support-at-lmw-4439020724,klantenservice medewerker
Louis Vuitton,,domein niet gevonden,CLIENT ADVISOR - AMSTERDAM,,2026-09-05,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/client-advisor-amsterdam-at-louis-vuitton-4454866431,customer happiness
Maandag®,,domein niet gevonden,Medewerker IT Servicedesk,ja,2026-09-22,Arnhem,1,nee,https://nl.linkedin.com/jobs/view/medewerker-it-servicedesk-at-maandag%C2%AE-4468594070,support medewerker webshop
mail.de,,domein niet gevonden,eine(n) Mitarbeiter(in) (m/w/d) für den französischen Kunden-Support,,2026-08-01,s-Hertogenbosch Area,1,nee,https://nl.linkedin.com/jobs/view/eine-n-mitarbeiter-in-m-w-d-f%C3%BCr-den-franz%C3%B6sischen-kunden-support-at-mail-de-4447606117,support medewerker webshop
Marcel's Green Soap,,domein niet gevonden,Operational Specialist,,2026-07-24,Haarlem,1,ja,https://nl.linkedin.com/jobs/view/operational-specialist-at-marcel-s-green-soap-4444946328,orderverwerking medewerker
MarketPlace Expert,,domein niet gevonden,Project Manager,,2026-08-24,Koog aan de Zaan,1,nee,https://nl.linkedin.com/jobs/view/project-manager-at-marketplace-expert-b-v-4456706850,e-commerce medewerker
Medipartner,,domein niet gevonden,Customer Service Specialist,ja,2026-09-22,Brussel en omgeving,1,nee,https://be.linkedin.com/jobs/view/customer-service-specialist-at-medipartner-4468535491,klantenservice medewerker
Meliá Hotels International,,domein niet gevonden,Front Office Agent Full-time AMSTERDAM 1,,2026-09-07,Hoek van Holland,1,nee,https://nl.linkedin.com/jobs/view/front-office-agent-full-time-amsterdam-1-at-meli%C3%A1-hotels-international-4464345475,customer service
Merck Life Science,,domein niet gevonden,Customer Service Specialist,ja,2026-09-15,"Hoeilaart, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-service-specialist-at-merck-life-science-4465586990,klantenservice medewerker
Mercury Marine,,domein niet gevonden,Customer Service Representative,ja,2026-09-04,"Petit-Rechain, Wallonië, België",1,nee,https://be.linkedin.com/jobs/view/customer-service-representative-at-mercury-marine-4463346825,klantenservice medewerker
Midwich Benelux,,domein niet gevonden,Sales Support Employee,,2026-06-19,Ridderkerk,1,nee,https://nl.linkedin.com/jobs/view/sales-support-employee-at-midwich-benelux-4430953561,orderverwerking medewerker
MiniMed,,domein niet gevonden,Patient Services Representative (Dutch and English),ja,2026-09-04,Heerlen,1,nee,https://nl.linkedin.com/jobs/view/patient-services-representative-dutch-and-english-at-minimed-4462800776,klantenservice medewerker
Mistral,,domein niet gevonden,"Customer Success, EMEA",,2026-09-21,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-emea-at-mistral-4469896754,customer happiness
Monday Merch,,domein niet gevonden,Warehouse Help | Picking &amp; Packing of Merchandise | Rotterdam,,2026-07-24,Rotterdam,3,nee,https://nl.linkedin.com/jobs/view/warehouse-help-picking-packing-of-merchandise-rotterdam-at-monday-merch-4444921686,e-commerce medewerker
Mountville,,domein niet gevonden,Customer Service Representative,ja,2024-02-29,"Ronse, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-service-representative-at-mountville-3840969712,klantenservice medewerker
MSC Mediterranean Shipping Company,,domein niet gevonden,Export Customer Service - Back Office Employee,,2026-09-14,Rotterdam,2,nee,https://nl.linkedin.com/jobs/view/export-customer-service-back-office-employee-at-msc-mediterranean-shipping-company-4465207880,orderverwerking medewerker
N-able,,domein niet gevonden,Customer Success Manager - French Speaking,ja,2026-09-18,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-french-speaking-at-n-able-4448073751,customer happiness
Neele-Vat,,domein niet gevonden,Inbound Medewerker Shipspares,,2026-09-07,Hoofddorp,1,nee,https://nl.linkedin.com/jobs/view/inbound-medewerker-shipspares-at-neele-vat-4464343624,orderverwerking medewerker
Netwerk,,domein niet gevonden,Sales support medewerker (key accounts),ja,2026-05-27,Dordrecht,1,nee,https://nl.linkedin.com/jobs/view/sales-support-medewerker-key-accounts-at-netwerk-nv-4419595965,support medewerker webshop
New Balance,,domein niet gevonden,Ecommerce Operations Specialist (6 month fixed term),,2026-09-09,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/ecommerce-operations-specialist-6-month-fixed-term-at-new-balance-4465078427,webshop beheerder
New Flag GmbH,,domein niet gevonden,Junior E-Commerce Manager,,2026-09-01,Haarlem,1,nee,https://nl.linkedin.com/jobs/view/junior-e-commerce-manager-at-new-flag-gmbh-4460363795,webcare medewerker
NOBEARS,,domein niet gevonden,Operational Lead,,2026-09-21,Heusden,1,nee,https://nl.linkedin.com/jobs/view/operational-lead-at-nobears-4466305375,webshop beheerder
NORTVI,,domein niet gevonden,Head of Growth,,2026-08-18,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/head-of-growth-at-nortvi-4455742220,online marketeer webshop
NRF (Nederlandse Radiateuren Fabriek),,domein niet gevonden,Customer Service Representative,ja,2026-09-17,Mill,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-nrf-nederlandse-radiateuren-fabriek-4467190041,klantenservice medewerker
Nutripack,,domein niet gevonden,Customer Service Medewerker,ja,2026-06-18,Oss,1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-nutripack-4428771478,orderverwerking medewerker
o2o Bicycle Leasing,,domein niet gevonden,Customer Support Expert,,2026-08-11,"Vilvoorde, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-support-expert-at-o2o-bicycle-leasing-4453109396,klantenservice medewerker
